DEP,dist_recta_km,distancia_km,duracion_min,factor_desvio,velocidad_kmh
LORETO,1073.7797,1870.0284,2597.5283,1.7415,43.1956
AYACUCHO,1222.0814,1562.6521,1504.08,1.2787,62.3365
PIURA,91.5143,119.5052,96.735,1.3059,74.1232
PIURA,152.4071,310.8305,240.1983,2.0395,77.6435
PIURA,29.3295,36.0731,32.0383,1.2299,67.5561
AYACUCHO,1112.2704,2143.8268,9553.27,1.9274,13.4645
PIURA,1110.5197,1829.25,1684.4967,1.6472,65.156
LORETO,836.0901,1654.0418,8809.56,1.9783,11.2653
AYACUCHO,1218.9786,1557.2511,1510.6283,1.2775,61.8518
AYACUCHO,1366.1665,1779.5624,1644.3583,1.3026,64.9334
AYACUCHO,206.7532,463.8676,538.9783,2.2436,51.6385
AYACUCHO,1225.8903,1715.8192,1601.6667,1.3997,64.2763
LORETO,443.6872,680.0772,7988.4367,1.5328,5.108
AYACUCHO,1168.2672,1421.2598,1316.66,1.2166,64.7666
PIURA,224.034,400.7812,329.6617,1.7889,72.9441
LORETO,791.3041,1590.0782,8731.95,2.0094,10.9259
AYACUCHO,1166.0135,1535.9186,1475.7133,1.3172,62.4478
AYACUCHO,1244.7789,1670.4416,1529.5367,1.342,65.5274
AYACUCHO,56.9172,109.6508,149.6033,1.9265,43.9766
AYACUCHO,1238.8818,1627.5068,1466.2033,1.3137,66.6009
PIURA,91.4415,116.9018,94.3967,1.2784,74.3046
AYACUCHO,1156.9445,1572.7795,1412.5033,1.3594,66.8082
AYACUCHO,1318.5678,1653.5728,1535.03,1.2541,64.6335
AYACUCHO,121.612,212.7358,287.1483,1.7493,44.4514
AYACUCHO,1270.1558,1727.5898,1592.34,1.3601,65.0963
LORETO,656.2262,970.6902,830.3983,1.4792,70.1367
AYACUCHO,1213.6204,1469.5758,1385.625,1.2109,63.6352
PIURA,30.914,36.3316,42.5917,1.1752,51.1813
AYACUCHO,1146.8122,1554.5941,1405.28,1.3556,66.3751
AYACUCHO,1112.6201,2093.5222,9457.0483,1.8816,13.2823
LORETO,899.5066,1489.744,3118.7083,1.6562,28.6608
AYACUCHO,1209.378,1503.5014,1454.6017,1.2432,62.017
AYACUCHO,1261.4881,1557.9855,1478.1333,1.235,63.2413
AYACUCHO,1251.625,1630.527,1519.0767,1.3027,64.402
AYACUCHO,1327.4966,1720.6678,1599.64,1.2962,64.5396
AYACUCHO,1227.7755,1571.6351,1442.69,1.2801,65.3627
AYACUCHO,1272.9581,2636.3864,9863.6967,2.0711,16.0369
AYACUCHO,1215.9529,1596.501,1437.3067,1.313,66.6455
AYACUCHO,259.3357,617.2896,569.6117,2.3803,65.0222
PIURA,381.7154,816.8178,793.095,2.1399,61.7947
PIURA,1040.537,1650.5891,1574.4733,1.5863,62.9006
PIURA,8.0973,15.9796,16.1867,1.9734,59.2325
PIURA,48.4064,63.0446,64.8567,1.3024,58.3236
PIURA,138.7906,244.5131,190.9867,1.7617,76.8158
PIURA,1168.4091,1751.5476,1603.0817,1.4991,65.5568
PIURA,65.0069,81.9786,91.8633,1.2611,53.5438
AYACUCHO,1325.6404,1666.353,1530.1983,1.257,65.3387
PIURA,186.3211,250.726,233.2617,1.3457,64.4922
PIURA,94.202,125.0757,128.6,1.3277,58.3557
LORETO,425.4041,733.5931,8065.6167,1.7245,5.4572
AYACUCHO,1294.592,2461.043,9729.9833,1.901,15.176
LORETO,1002.7857,1762.9208,10923.705,1.758,9.6831
AYACUCHO,1219.1462,1901.1002,1909.9233,1.5594,59.7228
AYACUCHO,779.0216,1282.4042,1402.93,1.6462,54.8454
AYACUCHO,1377.3886,1839.9104,1680.845,1.3358,65.6781
PIURA,696.5612,1555.501,1476.255,2.2331,63.2208
LORETO,514.4373,1484.0975,8813.67,2.8849,10.1032
AYACUCHO,1079.1093,1584.5952,1620.9767,1.4684,58.6534
PIURA,1053.2769,1775.0782,1649.24,1.6853,64.578
AYACUCHO,1090.0736,2069.2142,9444.02,1.8982,13.1462
PIURA,33.0527,56.4194,46.8,1.707,72.3326
AYACUCHO,1254.2513,2296.37,9617.3383,1.8309,14.3264
AYACUCHO,1256.835,2464.0198,9714.8117,1.9605,15.2181
AYACUCHO,1207.1851,1593.1061,1443.92,1.3197,66.1992
AYACUCHO,1216.7412,1623.1618,1465.865,1.334,66.4384
AYACUCHO,1261.1535,2480.4236,9732.0717,1.9668,15.2923
LORETO,263.9099,534.9565,6273.365,2.027,5.1165
AYACUCHO,1317.5079,1602.4686,1495.3983,1.2163,64.296
AYACUCHO,1362.5952,1781.2394,1660.7983,1.3072,64.3512
AYACUCHO,125.6808,252.4206,267.03,2.0084,56.7174
PIURA,1085.8097,1617.966,1537.3017,1.4901,63.1483
AYACUCHO,1044.2792,1467.6285,1429.3683,1.4054,61.606
PIURA,741.8172,1477.0612,8764.435,1.9911,10.1117
AYACUCHO,69.5156,169.9817,198.2233,2.4452,51.4516
PIURA,142.4564,254.7323,231.2333,1.7881,66.0975
AYACUCHO,784.2602,1308.5032,1407.49,1.6685,55.7803
PIURA,556.9699,977.6203,853.255,1.7552,68.7452
AYACUCHO,33.6429,81.0257,94.885,2.4084,51.2361
AYACUCHO,1285.5927,1595.8195,1473.355,1.2413,64.9872
PIURA,719.7797,1485.305,8765.575,2.0636,10.1669
LORETO,705.2502,1456.0562,1333.1017,2.0646,65.5339
PIURA,731.3685,1631.5414,8874.165,2.2308,11.0312
PIURA,97.869,158.883,122.6933,1.6234,77.6976
AYACUCHO,193.4856,373.065,386.45,1.9281,57.9219
PIURA,1049.4598,1597.1116,1533.4383,1.5218,62.4914
AYACUCHO,1088.2794,1635.9928,1496.205,1.5033,65.6057
AYACUCHO,80.6096,192.6486,231.2633,2.3899,49.9816
AYACUCHO,1295.8521,1701.3984,1612.8017,1.313,63.296
LORETO,232.8901,199.6608,2230.0367,0.8573,5.372
LORETO,1196.9015,2020.6198,9379.5817,1.6882,12.9256
AYACUCHO,4.3627,6.0316,10.8717,1.3825,33.288
AYACUCHO,1215.9752,1649.9005,1491.9067,1.3569,66.354
LORETO,772.9857,1594.2604,8737.9083,2.0625,10.9472
PIURA,77.2277,97.1273,85.84,1.2577,67.8895
AYACUCHO,91.9047,194.9376,271.4267,2.1211,43.0918
AYACUCHO,1120.648,1485.0022,1343.7383,1.3251,66.3077
AYACUCHO,22.2447,52.5733,85.995,2.3634,36.6812
PIURA,107.3852,141.2812,122.0667,1.3156,69.4446
PIURA,36.9311,43.3923,42.7233,1.175,60.9395
PIURA,758.8462,1587.8952,8811.79,2.0925,10.8121
AYACUCHO,1207.7491,1440.442,1368.5783,1.1927,63.1506
PIURA,748.6149,1572.7471,8776.1283,2.1009,10.7524
AYACUCHO,1211.7454,1447.7508,1376.9717,1.1948,63.0841
PIURA,49.1219,52.6988,42.1983,1.0728,74.9302
PIURA,125.4046,219.2934,221.7733,1.7487,59.3291
LORETO,828.1544,1591.7332,8735.9767,1.922,10.9323
PIURA,132.4113,186.0767,168.0467,1.4053,66.4375
PIURA,521.074,977.8609,869.9683,1.8766,67.4411
PIURA,112.9673,187.6057,149.385,1.6607,75.3512
PIURA,31.005,34.1389,29.3583,1.1011,69.7701
PIURA,747.765,1553.6659,8770.9,2.0777,10.6283
LORETO,437.9203,1475.8669,8669.0267,3.3702,10.2148
PIURA,110.5222,172.8109,145.2067,1.5636,71.4062
AYACUCHO,1160.6344,2017.3396,9406.935,1.7381,12.8671
AYACUCHO,1244.4108,1568.4592,1495.6767,1.2604,62.9197
AYACUCHO,1160.776,1463.377,1396.065,1.2607,62.8929
AYACUCHO,1153.2277,1513.5789,1369.0983,1.3125,66.3318
AYACUCHO,1220.3529,1730.5618,1582.415,1.4181,65.6172
PIURA,498.3376,936.2334,830.3683,1.8787,67.6495
AYACUCHO,1247.5401,1658.568,1555.59,1.3295,63.9719
LORETO,552.569,1060.1994,2474.7683,1.9187,25.7042
AYACUCHO,82.9134,203.7753,160.97,2.4577,75.9553
PIURA,504.5577,1002.0718,869.5267,1.986,69.146
AYACUCHO,77.1046,172.8756,129.2917,2.2421,80.2259
LORETO,866.6867,1371.5915,1443.925,1.5826,56.9943
AYACUCHO,1209.4805,1629.2642,1478.345,1.3471,66.1252
PIURA,105.5016,146.454,125.3917,1.3882,70.0783
AYACUCHO,1282.1758,1678.6148,1527.7033,1.3092,65.927
AYACUCHO,1098.3776,2122.0624,9506.0283,1.932,13.394
AYACUCHO,1210.332,1770.2498,1653.1433,1.4626,64.2503
LORETO,304.5822,416.2642,4920.2967,1.3667,5.0761
AYACUCHO,1337.3697,1708.727,1575.6317,1.2777,65.0683
AYACUCHO,1155.8004,1590.358,1462.4867,1.376,65.2461
PIURA,992.5321,1525.4229,1445.6617,1.5369,63.3104
AYACUCHO,1179.9763,1619.961,1468.8483,1.3729,66.1727
LORETO,854.859,1353.3882,1529.1433,1.5832,53.1038
AYACUCHO,1310.1621,1723.2404,1585.2333,1.3153,65.2235
LORETO,1048.123,2038.5242,9411.9167,1.9449,12.9954
AYACUCHO,1306.5284,1665.824,1538.3867,1.275,64.9703
AYACUCHO,21.7277,39.11,57.45,1.8,40.846
LORETO,455.8102,943.2489,804.9333,2.0694,70.3101
LORETO,117.8422,59.3966,82.7417,0.504,43.0714
PIURA,1127.2433,1574.441,1488.1133,1.3967,63.4807
LORETO,387.7858,652.2036,7829.6583,1.6819,4.9979
AYACUCHO,256.0618,619.65,583.0567,2.4199,63.7657
AYACUCHO,1020.7353,2022.371,9416.6683,1.9813,12.8859
AYACUCHO,1291.9107,1608.9652,1486.62,1.2454,64.9379
AYACUCHO,1186.9923,1627.8325,1486.0833,1.3714,65.7231
AYACUCHO,1087.7965,2095.5318,9508.5683,1.9264,13.223
AYACUCHO,1024.0416,1958.2818,9323.7367,1.9123,12.6019
PIURA,412.9191,910.1699,835.8633,2.2042,65.3339
PIURA,1144.6498,1656.6919,1567.5783,1.4473,63.4109
AYACUCHO,92.3258,242.6065,384.87,2.6277,37.8216
PIURA,113.9346,174.4101,176.025,1.5308,59.4495
AYACUCHO,1358.0247,1734.1412,1578.1267,1.277,65.9316
AYACUCHO,1177.7701,1474.9402,1388.5417,1.2523,63.7333
AYACUCHO,919.8699,1556.4235,1546.6883,1.692,60.3777
PIURA,131.0875,174.5493,153.4367,1.3315,68.2559
PIURA,116.0549,166.3896,151.7867,1.4337,65.7724
PIURA,125.2728,190.8561,216.5267,1.5235,52.8866
LORETO,1102.1235,2283.6436,13164.0633,2.072,10.4085
LORETO,215.2348,529.2498,6268.8133,2.4589,5.0656
AYACUCHO,1246.5841,1450.8671,1383.1817,1.1639,62.9361
LORETO,902.3049,1593.3259,8738.3433,1.7658,10.9402
PIURA,480.7764,957.9629,852.2333,1.9925,67.4437
AYACUCHO,1190.4477,1605.8939,1464.0667,1.349,65.8123
AYACUCHO,151.2721,343.3801,436.8283,2.2699,47.1645
AYACUCHO,1119.512,1604.2934,1506.5767,1.433,63.8916
AYACUCHO,151.1896,315.4288,392.465,2.0863,48.2227
AYACUCHO,1269.2092,1676.4325,1542.6583,1.3208,65.203
PIURA,1245.4211,1686.7338,1538.6367,1.3543,65.7751
AYACUCHO,1136.0594,1692.9218,1538.5067,1.4902,66.022
AYACUCHO,1380.6649,1860.7752,1703.6017,1.3477,65.5356
AYACUCHO,842.6257,1327.588,1416.7667,1.5755,56.2233
AYACUCHO,1277.0769,2518.736,9754.4217,1.9723,15.4929
LORETO,447.5805,723.7518,8050.3517,1.617,5.3942
AYACUCHO,1132.6741,1520.634,1355.07,1.3425,67.3309
AYACUCHO,1253.0721,1749.8818,1625.595,1.3965,64.5874
AYACUCHO,1293.7913,1652.562,1604.0617,1.2773,61.8142
PIURA,78.9531,104.2103,103.365,1.3199,60.4907
AYACUCHO,1133.9842,1464.2979,1345.14,1.2913,65.315
LORETO,902.7067,1590.8178,8736.1383,1.7623,10.9258
AYACUCHO,70.4275,137.5012,196.1767,1.9524,42.0543
PIURA,71.5248,85.9407,88.6283,1.2016,58.1805
AYACUCHO,113.0594,295.7441,259.6967,2.6158,68.3284
PIURA,130.7727,230.5132,206.145,1.7627,67.0925
AYACUCHO,1366.26,1728.5964,1572.0667,1.2652,65.9742
AYACUCHO,1195.8057,1615.177,1494.735,1.3507,64.8346
LORETO,467.3951,944.2053,804.8183,2.0201,70.3914
AYACUCHO,1109.0418,1513.7252,1343.5733,1.3649,67.5985
AYACUCHO,1256.5587,1716.7588,1581.425,1.3662,65.1346
AYACUCHO,62.2746,204.7176,198.7967,3.2873,61.787
AYACUCHO,1047.4623,2036.7866,9437.6067,1.9445,12.949
AYACUCHO,1119.9477,1567.5338,1426.9233,1.3996,65.9125
AYACUCHO,1187.9613,1456.0339,1393.4967,1.2257,62.6927
PIURA,119.9773,236.9842,180.2833,1.9752,78.8706
AYACUCHO,1187.4976,1432.8622,1362.0467,1.2066,63.1195
AYACUCHO,1353.3636,1788.9592,1674.2983,1.3219,64.109
AYACUCHO,1155.1447,1570.1574,1408.805,1.3593,66.8719
AYACUCHO,1099.9768,1569.1641,1405.365,1.4265,66.9932
AYACUCHO,1269.5604,1649.1198,1500.5283,1.299,65.9416
PIURA,140.7115,250.238,235.6567,1.7784,63.7125
AYACUCHO,1277.3433,1582.0881,1463.6517,1.2386,64.8551
AYACUCHO,1353.7476,1688.631,1545.7717,1.2474,65.5452
AYACUCHO,1134.9207,2266.7498,9588.6667,1.9973,14.1839
PIURA,732.0454,1532.804,8797.165,2.0939,10.4543
AYACUCHO,1240.0495,1684.3664,1534.4267,1.3583,65.863
PIURA,577.4728,1499.143,1434.2,2.596,62.7169
PIURA,130.9032,222.5021,197.935,1.6997,67.447
PIURA,723.1938,1712.2248,8869.2117,2.3676,11.5832
AYACUCHO,1116.9401,2156.3936,9546.9183,1.9306,13.5524
AYACUCHO,1338.302,1730.8288,1584.0883,1.2933,65.558
AYACUCHO,103.5482,180.1552,232.4333,1.7398,46.505
AYACUCHO,38.0542,66.2418,66.8533,1.7407,59.4512
AYACUCHO,1182.9597,1712.987,1589.9017,1.4481,64.645
PIURA,31.7806,45.3915,38.5467,1.4283,70.6544
AYACUCHO,1283.7594,2513.9488,9743.57,1.9583,15.4807
AYACUCHO,1252.7251,1566.1702,1477.995,1.2502,63.5795
PIURA,84.0576,113.0427,130.635,1.3448,51.9199
PIURA,400.3131,817.261,848.9833,2.0416,57.7581
AYACUCHO,1151.9312,2231.79,9596.9767,1.9374,13.9531
AYACUCHO,1276.8813,1710.068,1589.65,1.3393,64.5451
PIURA,777.7752,1827.2982,9028.2333,2.3494,12.1439
PIURA,496.5994,932.8051,830.0583,1.8784,67.427
AYACUCHO,1278.3255,2421.541,9707.8217,1.8943,14.9665
LORETO,1001.095,1775.7184,2526.88,1.7738,42.1639
AYACUCHO,1259.1163,1725.1094,1579.9233,1.3701,65.5137
AYACUCHO,1188.2154,1452.3571,1395.05,1.2223,62.4647
LORETO,459.5875,957.6444,825.485,2.0837,69.6059
LORETO,401.0039,703.1536,511.0667,1.7535,82.5513
PIURA,759.0709,1649.6219,8849.2967,2.1732,11.1848
LORETO,581.86,1063.7861,2487.1517,1.8283,25.6628
PIURA,82.9966,127.9831,121.9317,1.542,62.9778
AYACUCHO,1361.5207,1754.812,1599.8717,1.2889,65.8107
AYACUCHO,165.0654,292.4977,274.5567,1.772,63.9207
AYACUCHO,1227.4887,1528.7916,1468.13,1.2455,62.4791
LORETO,1057.9189,1951.0782,13605.86,1.8443,8.604
LORETO,832.9041,1656.2416,8823.1633,1.9885,11.2629
PIURA,132.661,187.726,177.7433,1.4151,63.3698
AYACUCHO,1112.8213,2112.1036,9478.87,1.898,13.3693
AYACUCHO,1088.5872,2127.615,9518.3233,1.9545,13.4117
PIURA,737.2625,1404.0859,8658.825,1.9045,9.7294
AYACUCHO,70.4205,128.6308,176.8267,1.8266,43.6464
PIURA,86.8516,112.3346,81.03,1.2934,83.18
AYACUCHO,1192.0881,1575.8838,1425.3867,1.322,66.335
PIURA,782.1344,1643.8249,8865.4717,2.1017,11.1251
AYACUCHO,1171.7046,1458.1384,1348.2333,1.2445,64.8911
LORETO,688.0285,1459.0196,1336.3433,2.1206,65.508
AYACUCHO,138.0672,259.3679,285.225,1.8786,54.5607
AYACUCHO,198.9658,416.4542,396.4333,2.0931,63.0301
LORETO,582.7362,1037.0509,868.2767,1.7796,71.6627
PIURA,422.5743,886.4953,800.3467,2.0978,66.4583
PIURA,70.1742,86.9255,69.5333,1.2387,75.0076
PIURA,846.7339,1627.1158,8820.3433,1.9216,11.0684
PIURA,1089.5498,1713.2602,1619.5017,1.5724,63.4736
LORETO,926.5842,1710.9356,8849.765,1.8465,11.5999
AYACUCHO,1286.4738,1569.4118,1488.895,1.2199,63.2447
PIURA,76.9321,87.2962,91.0133,1.1347,57.5495
LORETO,1188.1277,2107.7744,13739.51,1.774,9.2046
AYACUCHO,1154.0383,1534.6388,1414.1567,1.3298,65.1118
LORETO,694.3313,1191.6162,1301.7617,1.7162,54.9232
LORETO,801.769,1594.2604,8737.9083,1.9884,10.9472
LORETO,602.7972,1921.6802,13745.375,3.1879,8.3883
PIURA,721.8795,1387.8619,8651.3383,1.9226,9.6253
AYACUCHO,1203.1337,1410.9695,1350.5333,1.1727,62.685
AYACUCHO,146.9745,313.758,292.185,2.1348,64.43
LORETO,537.3131,681.6685,7991.0483,1.2687,5.1182
AYACUCHO,125.7618,236.4143,237.1617,1.8799,59.8109
PIURA,17.7094,27.0492,24.0583,1.5274,67.459
PIURA,87.697,112.5364,129.7333,1.2832,52.0466
AYACUCHO,1143.6169,1725.7736,1773.4,1.509,58.3886
AYACUCHO,1284.7185,2532.637,9758.62,1.9714,15.5717
AYACUCHO,1152.4363,2354.7008,9733.5783,2.0432,14.5149
AYACUCHO,1251.1576,2563.5736,9803.2667,2.049,15.6901
AYACUCHO,1002.7714,1963.9388,9338.07,1.9585,12.6189
AYACUCHO,1375.4877,1733.5508,1568.81,1.2603,66.3006
AYACUCHO,1101.3628,2087.529,9451.6,1.8954,13.2519
AYACUCHO,1150.0229,2266.69,9599.7933,1.971,14.1671
PIURA,84.7458,117.6796,133.6467,1.3886,52.8317
PIURA,55.0526,139.8703,140.94,2.5407,59.5446
AYACUCHO,810.7764,1266.7511,1446.905,1.5624,52.5294
AYACUCHO,1189.2621,2320.5042,9664.92,1.9512,14.4057
AYACUCHO,243.1326,528.8495,465.0983,2.1751,68.2242
AYACUCHO,1176.7889,1552.7552,1408.5017,1.3195,66.145
AYACUCHO,35.3147,89.5675,85.1033,2.5363,63.1474
AYACUCHO,1345.5202,1608.1686,1502.39,1.1952,64.2244
PIURA,112.2468,151.6547,185.155,1.3511,49.1441
AYACUCHO,1118.2025,1468.3038,1330.6933,1.3131,66.2048
PIURA,33.7659,39.0543,36.0633,1.1566,64.9762
LORETO,173.87,101.0507,126.5833,0.5812,47.8976
LORETO,637.72,936.2974,801.5717,1.4682,70.0846
PIURA,798.4413,1681.5954,8849.6367,2.1061,11.4011
LORETO,163.0847,23.8685,38.9883,0.1464,36.7318
AYACUCHO,1138.3713,2200.1364,9567.1933,1.9327,13.798
LORETO,430.2802,735.6073,8067.48,1.7096,5.4709
LORETO,404.2376,680.9053,7989.1767,1.6844,5.1137
AYACUCHO,58.8598,104.2272,118.2167,1.7708,52.8997
AYACUCHO,150.5328,271.15,375.4717,1.8013,43.3295
LORETO,850.9656,1488.7036,1538.2733,1.7494,58.0665
AYACUCHO,1084.8165,2090.1482,9456.7417,1.9267,13.2613
AYACUCHO,1363.9176,1723.59,1577.8733,1.2637,65.541
AYACUCHO,1227.0775,1702.4762,1558.645,1.3874,65.5368
AYACUCHO,134.1724,284.7016,319.2683,2.1219,53.5039
LORETO,437.8001,957.5779,8290.7733,2.1872,6.93
AYACUCHO,1208.7255,2347.1664,9634.4233,1.9419,14.6174
LORETO,675.1399,1071.6048,2493.135,1.5872,25.7893
AYACUCHO,1272.0761,1600.3094,1478.7567,1.258,64.932
AYACUCHO,1126.9579,1540.2005,1387.755,1.3667,66.591
AYACUCHO,1312.3837,1618.0428,1487.1167,1.2329,65.2824
PIURA,153.4073,244.5547,232.6567,1.5942,63.0684
PIURA,204.4014,259.0345,239.1883,1.2673,64.9784
AYACUCHO,1228.4489,1614.8049,1455.9183,1.3145,66.5479
PIURA,726.7765,1407.7578,8656.195,1.937,9.7578
LORETO,309.7877,520.9322,6249.1683,1.6816,5.0016
AYACUCHO,1132.9703,1648.7749,1516.375,1.4553,65.2388
LORETO,1088.5028,2021.6466,9377.015,1.8573,12.9358
AYACUCHO,1216.1368,1646.2238,1493.46,1.3537,66.1373
PIURA,46.0633,52.7292,60.5383,1.1447,52.2603
AYACUCHO,1274.56,2501.8056,9748.02,1.9629,15.3989
AYACUCHO,1162.8994,1557.1645,1392.9717,1.339,67.0723
AYACUCHO,172.6434,379.8375,407.0683,2.2001,55.9863
AYACUCHO,735.0318,1049.9365,1290.3917,1.4284,48.8194
LORETO,448.3804,935.3752,8272.5317,2.0861,6.7842
AYACUCHO,1091.1506,1541.9416,1386.0983,1.4131,66.746
AYACUCHO,173.6859,318.762,299.065,1.8353,63.9517
LORETO,473.3915,930.8292,784.76,1.9663,71.1679
AYACUCHO,1317.6264,1608.237,1505.93,1.2206,64.0762
LORETO,802.0693,1690.8272,8842.2833,2.1081,11.4732
PIURA,701.4844,1553.8212,8875.5967,2.215,10.504
LORETO,633.1175,1061.7724,2483.2683,1.6771,25.6542
LORETO,627.1039,904.1002,1073.6967,1.4417,50.5227
AYACUCHO,1176.4087,1572.3955,1448.7217,1.3366,65.1221
LORETO,147.5058,102.8745,130.7667,0.6974,47.2022
AYACUCHO,1264.7176,1723.3696,1560.86,1.3627,66.2469
PIURA,726.208,1729.47,8893.8283,2.3815,11.6674
AYACUCHO,897.5892,1473.9302,1593.92,1.6421,55.4832
AYACUCHO,859.1908,1329.6272,1460.8683,1.5475,54.6097
AYACUCHO,1240.5021,1750.1884,1599.6833,1.4109,65.6451
AYACUCHO,1245.5314,2452.832,9861.7967,1.9693,14.9232
LORETO,208.8529,101.7615,128.1317,0.4872,47.6517
AYACUCHO,1218.2289,1636.2982,1483.3867,1.3432,66.185
AYACUCHO,1350.1084,1782.9168,1648.825,1.3206,64.8795
AYACUCHO,1329.3556,1676.2535,1604.86,1.261,62.6691
PIURA,79.3006,130.4177,127.57,1.6446,61.3394
LORETO,437.5921,957.5779,8290.8517,2.1883,6.9299
LORETO,1049.9718,2283.641,13163.8883,2.175,10.4087
AYACUCHO,684.3223,964.4094,1156.0283,1.4093,50.0546
AYACUCHO,103.5795,308.7226,348.2617,2.9805,53.188
PIURA,86.8159,115.3571,114.55,1.3288,60.4227
AYACUCHO,1187.5523,1427.9418,1360.515,1.2024,62.9736
AYACUCHO,1001.9506,1699.7252,1670.4283,1.6964,61.0523
AYACUCHO,1152.8845,1478.1952,1321.05,1.2822,67.1373
AYACUCHO,1437.4323,1837.509,1676.3367,1.2783,65.7687
AYACUCHO,26.9612,56.2312,84.0783,2.0856,40.1277
PIURA,1125.0842,1809.494,1668.94,1.6083,65.0531
PIURA,711.7229,1724.0672,8886.61,2.4224,11.6404
AYACUCHO,1353.2809,1640.0661,1516.6283,1.2119,64.8834
AYACUCHO,1190.3429,1532.311,1486.99,1.2873,61.8287
PIURA,100.676,130.6574,147.0767,1.2978,53.3018
PIURA,167.0319,255.5712,191.09,1.5301,80.2463
AYACUCHO,46.5803,125.1504,133.1683,2.6868,56.3875
PIURA,118.1126,149.3355,133.4267,1.2643,67.154
AYACUCHO,1305.4321,1672.2698,1548.895,1.281,64.7792
PIURA,131.6987,220.3019,199.0917,1.6728,66.3921
LORETO,784.8599,1608.5425,8759.3617,2.0495,11.0182
AYACUCHO,257.1611,548.2936,637.7717,2.1321,51.5821
LORETO,1071.9794,2062.1024,1830.6183,1.9236,67.5871
AYACUCHO,1239.3411,2334.6956,9651.6333,1.8838,14.5138
AYACUCHO,1235.2035,2493.0616,9783.7083,2.0183,15.2891
AYACUCHO,29.8457,131.4781,157.6217,4.4053,50.0482
PIURA,1098.1688,1775.5932,1659.3117,1.6169,64.2047
AYACUCHO,1154.2865,1615.4812,1498.225,1.3995,64.6958
AYACUCHO,1223.4581,1616.106,1457.335,1.3209,66.5368
LORETO,417.0612,1581.935,8928.8433,3.7931,10.6303
PIURA,95.8506,144.2594,176.3783,1.505,49.0739
AYACUCHO,249.9345,594.1251,557.7667,2.3771,63.9111
LORETO,714.7929,1677.0421,8835.7233,2.3462,11.3881
LORETO,353.1166,662.9615,477.59,1.8775,83.2884
AYACUCHO,1204.0464,1618.679,1479.7783,1.3444,65.632
LORETO,252.7952,106.4553,135.9,0.4211,47.0001
AYACUCHO,1042.2988,1779.4498,1895.3117,1.7072,56.3322
AYACUCHO,1230.1694,1663.4625,1513.0383,1.3522,65.9651
AYACUCHO,191.1295,420.7984,404.855,2.2016,62.3628
PIURA,395.0382,844.6279,819.2983,2.1381,61.855
PIURA,715.4548,1543.6832,8871.9867,2.1576,10.4397
AYACUCHO,1128.4749,2158.4716,9517.8967,1.9127,13.6068
AYACUCHO,1156.4716,1513.7472,1374.5667,1.3089,66.0752
PIURA,1057.855,1674.6168,1587.29,1.583,63.301
AYACUCHO,1227.6407,1663.9982,1513.7567,1.3554,65.955
LORETO,1088.4461,1829.8044,1795.2333,1.6811,61.1554
AYACUCHO,77.1494,116.7397,140.3567,1.5132,49.9042
AYACUCHO,1257.0263,1458.4942,1362.7067,1.1603,64.2175
AYACUCHO,1298.9418,1677.214,1549.5417,1.2912,64.9436
LORETO,395.8412,674.5191,7986.0717,1.704,5.0677
LORETO,18.78,9.661,20.555,0.5144,28.2004
PIURA,87.234,109.1491,99.395,1.2512,65.8881
AYACUCHO,1346.0002,1757.3326,1608.74,1.3056,65.5419
AYACUCHO,1265.9953,1722.8432,1559.8583,1.3609,66.2692
LORETO,15.3927,4.8538,10.7533,0.3153,27.0826
AYACUCHO,1263.5282,1678.669,1539.0683,1.3286,65.4423
AYACUCHO,1059.5616,2089.6516,9519.605,1.9722,13.1706
PIURA,18.7764,27.8983,34.8783,1.4858,47.9925
LORETO,613.3299,1063.3482,2486.1483,1.7337,25.6625
AYACUCHO,1153.6061,1437.6274,1316.42,1.2462,65.5244
LORETO,1154.047,1999.1324,13647.1217,1.7323,8.7892
AYACUCHO,1310.4309,1611.3175,1499.1933,1.2296,64.4874
PIURA,1173.5439,1574.0619,1420.2533,1.3413,66.4978
AYACUCHO,1276.8665,1543.4409,1464.9633,1.2088,63.2142
AYACUCHO,101.2384,173.6789,227.4017,1.7155,45.8252
AYACUCHO,1279.133,1544.2738,1446.5483,1.2073,64.0535
AYACUCHO,1032.2716,1760.3016,1714.7717,1.7053,61.5931
PIURA,1179.0104,1655.0068,1573.3233,1.4037,63.1151
PIURA,63.6825,77.175,74.785,1.2119,61.9175
AYACUCHO,1172.7192,1578.827,1449.8267,1.3463,65.3386
AYACUCHO,82.0441,204.1287,232.2483,2.488,52.7355
LORETO,688.7794,917.4994,770.17,1.3321,71.4777
PIURA,106.2868,162.7094,152.675,1.5309,63.9434
AYACUCHO,843.5676,1334.6592,1401.795,1.5822,57.1264
LORETO,1373.5829,2379.6196,9650.4817,1.7324,14.7948
AYACUCHO,1181.8343,1597.2882,1493.725,1.3515,64.1599
AYACUCHO,1188.9412,1603.617,1464.5983,1.3488,65.6952
AYACUCHO,1274.2061,1571.2846,1454.53,1.2331,64.8162
AYACUCHO,1038.7107,2002.9922,9377.8567,1.9283,12.8152
AYACUCHO,1301.5222,1560.6378,1461.4267,1.1991,64.0732
PIURA,892.6724,1696.6162,8882.2683,1.9006,11.4607
AYACUCHO,1160.2392,1412.3512,1311.515,1.2173,64.6131
PIURA,44.3609,110.9893,123.465,2.502,53.9372
