id_demanda,min_car,min_bike,min_foot,ratio_foot_car,ratio_bike_car
110023,148.04666666666665,893.0699999999999,1818.645,12.284268473904625,6.032354662944117
110042,32.695,168.75333333333336,427.1566666666667,13.064892695111384,5.161441606769639
110056,39.89833333333333,398.01,1077.5016666666666,27.00618238021638,9.975604661848866
110096,162.285,616.7566666666667,1361.9116666666666,8.392098263343295,3.800453933922831
110129,126.58333333333333,,,,
110131,265.1166666666667,1385.2933333333335,2875.8316666666665,10.847419375117871,5.225221600553216
110176,192.47833333333335,761.785,2279.2366666666667,11.841523288335482,3.9577701386303215
110184,158.20333333333335,648.5933333333334,1893.0733333333333,11.966077410926864,4.099745053833674
110187,80.53,334.76666666666665,836.725,10.390227244505153,4.157042923962084
110246,57.845,910.3583333333333,2590.45,44.78260869565217,15.73789149162993
110286,13.55,44.358333333333334,130.31333333333333,9.617220172201721,3.2736777367773677
110306,1.8933333333333333,4.736666666666666,10.216666666666667,5.39612676056338,2.5017605633802815
110339,20.745,87.49,234.965,11.326343697276451,4.217401783562304
110346,37.233333333333334,122.92666666666668,327.76666666666665,8.803043867502238,3.3015219337511192
110374,69.73333333333333,273.245,815.975,11.701362332695984,3.9184273422562144
110380,38.535,162.51166666666668,465.71666666666664,12.085549932961378,4.217248388910515
110460,138.80166666666668,393.12333333333333,957.0266666666666,6.8949220110229215,2.832266663464656
110578,111.52,1299.6783333333333,2160.9483333333333,19.37722680535629,11.654217479674797
110587,26.06,180.38333333333333,413.8366666666667,15.88014837554362,6.9218470196981325
110610,126.58333333333333,,,,
110612,57.845,910.3583333333333,2590.45,44.78260869565217,15.73789149162993
110623,101.35833333333333,277.65999999999997,740.9616666666666,7.310318178081065,2.7393899531365613
110669,108.045,621.5333333333333,1721.1016666666667,15.929489256019869,5.752541379363536
110673,118.155,744.8716666666667,1841.155,15.582539884050611,6.304190822789274
110684,1739.9183333333335,1755.32,1829.65,1.0515723439126932,1.0088519480320435
110699,29.19333333333333,123.295,313.2433333333333,10.729961178351221,4.223395752454898
110724,124.56833333333334,,,,
110732,195.25,1240.9,2554.6183333333333,13.083832693128468,6.355441741357235
110756,73.10666666666665,289.15,863.84,11.81615903702353,3.9551796461790993
110759,156.76833333333335,595.4833333333333,1762.4116666666666,11.242140738456957,3.798492467653969
110762,39.37,153.00166666666667,368.5183333333333,9.360384387435442,3.886250105833545
110770,1.7666666666666666,10.385,15.625,8.84433962264151,5.878301886792453
110827,21.773333333333333,194.96833333333333,411.38,18.893753827311695,8.954454990814451
110843,107.6,582.06,1290.0800000000002,11.989591078066917,5.409479553903346
110852,44.835,128.89333333333335,365.9583333333333,8.162335972640422,2.8748373666406457
110878,128.24166666666667,1012.065,2394.9283333333337,18.67511859120151,7.891857820521151
110886,25.551666666666666,69.57,192.46666666666667,7.532450590307221,2.722718674580914
110894,109.08666666666666,455.55833333333334,1319.7016666666668,12.097735745278985,4.176113793314185
110905,225.65333333333334,1359.3633333333335,2381.6533333333336,10.554478846608369,6.024122547861026
110914,441.8283333333333,,,,
110962,3.8133333333333335,13.821666666666665,35.56666666666667,9.326923076923077,3.6245629370629366
110983,51.68,161.39833333333334,445.77833333333336,8.625741744066048,3.1230327657378743
110989,126.31333333333333,,,,
111034,122.29333333333334,462.71,1363.6316666666667,11.150498800697775,3.783607719145224
111150,80.24499999999999,315.32,941.7466666666667,11.735892163582363,3.929466010343324
111192,85.67833333333333,342.385,613.455,7.159978213083822,3.9961678370649913
111251,147.98166666666665,674.7033333333333,1940.8566666666666,13.115521066798815,4.559371093266058
111265,113.19666666666667,616.2016666666666,1796.71,15.87246385347036,5.443637916310845
111271,31.751666666666665,66.475,195.325,6.151645582909033,2.093590887617448
111277,46.45666666666667,196.64,587.1066666666667,12.637726913970008,4.232761713424696
111319,0.0,0.0,0.0,,
111401,17.848333333333336,67.435,199.56666666666666,11.181249416378744,3.778223923802409
111426,195.13500000000002,1200.4416666666666,2401.976666666667,12.309307231745544,6.151852136555034
111427,158.69333333333333,693.3349999999999,1806.2716666666668,11.38215215930096,4.369024113594354
111467,21.116666666666667,67.04166666666667,199.22833333333335,9.434648776637728,3.174822415153907
111552,15.756666666666666,44.24166666666667,101.635,6.45028559339962,2.807806219589592
111595,7.191666666666666,21.485,58.565000000000005,8.143453070683663,2.9874855156431055
111628,114.53500000000001,608.8783333333333,1684.5666666666666,14.707876777113253,5.316089696017229
111656,84.46833333333333,338.48833333333334,912.39,10.80156271581066,4.0072808350269336
111683,65.825,225.98666666666668,558.2433333333333,8.48071907836435,3.4331434358779593
111693,125.83666666666666,416.845,1216.2633333333333,9.665412836746047,3.3125877460199735
111825,250.63,1358.9666666666667,2814.9100000000003,11.231337030682681,5.4222027158227935
111832,264.39500000000004,1886.9399999999998,3748.475,14.177556307797044,7.136821800714838
111845,30.351666666666667,914.26,2301.6666666666665,75.83328757344462,30.122233814727362
111855,57.223333333333336,550.55,1647.8016666666667,28.795974835440088,9.621075318925845
111869,136.73666666666668,647.4483333333334,1859.2216666666668,13.5970966090539,4.735001584554253
111875,84.22333333333333,435.57666666666665,847.9716666666667,10.068132346538965,5.171686389361618
111899,3.1933333333333334,7.293333333333334,18.573333333333334,5.816283924843424,2.2839248434237995
111914,156.98,596.0566666666667,1764.1283333333333,11.23791778145836,3.7970229753259446
111925,3859.6583333333333,3837.705,3875.938333333333,1.0042179899343422,0.994312104482478
111948,80.03999999999999,222.68166666666667,659.5,8.239630184907547,2.782129768449109
111977,184.08666666666667,825.81,1682.7216666666668,9.140920943034079,4.485984862202585
111979,53.04833333333333,104.56166666666667,312.34166666666664,5.887869552923434,1.9710641239121556
112060,46.501666666666665,235.36,687.8916666666667,14.792838966345293,5.061323966882908
112091,92.67,708.2416666666667,1791.1983333333333,19.32878313729722,7.642620769037085
112110,136.56166666666667,443.685,908.8166666666667,6.654991029693545,3.2489717709947885
112141,114.07333333333332,528.3966666666666,1580.8316666666665,13.858029922272221,4.632078779732336
112156,70.81666666666666,615.5033333333333,1330.2916666666667,18.785008237232294,8.691503883266652
112173,147.42000000000002,810.6316666666667,2204.786666666667,14.955817844706733,5.498790304345859
112238,0.0,0.08166666666666668,0.19499999999999998,,
112241,67.82166666666667,275.77333333333337,796.4633333333334,11.743493967021355,4.066153883960387
112259,20.771666666666665,173.665,517.0666666666667,24.892882933483115,8.360667576025035
112324,159.01000000000002,863.4866666666666,1840.3416666666667,11.573747982307191,5.43039221851875
112406,44.37833333333333,117.25500000000001,324.85999999999996,7.320238855297254,2.6421677244901796
112411,164.09833333333333,714.9266666666666,1585.965,9.664723387399832,4.356696696086696
112436,120.66666666666667,596.6683333333333,1332.9199999999998,11.046298342541435,4.9447651933701655
