id_demanda,instalacion_car,min_car,km_car,instalacion_foot,min_foot,km_foot,misma_instalacion,ratio_foot_car
113005,00010777,129.565,180.45839999999998,00031235,1901.9033333333332,158.09189999999998,False,14.679144316237666
113103,00002021,37.22166666666667,39.3423,00002021,443.9066666666667,36.8606,True,11.92602874669771
113141,00037783,136.195,85.39160000000001,00037783,704.145,58.539199999999994,True,5.1701237196666545
113321,00003727,70.265,78.1742,00003727,2553.8283333333334,212.3499,True,36.345667591736046
113507,00003727,92.25,129.5691,00003494,1923.4516666666668,159.952,False,20.850424570912377
113795,00037783,255.725,246.8972,00000162,79.055,6.5709,False,0.30914067846319293
113882,00002161,93.73666666666666,99.2446,00002161,1574.0483333333332,127.7349,True,16.792237118167915
114024,00000066,0.0,0.0,00000066,0.19499999999999998,0.016300000000000002,True,
114061,00016148,2.2916666666666665,2.1056,00002021,841.385,69.9623,False,367.1498181818182
114122,00002161,69.51,69.82610000000001,00002161,1333.8583333333333,108.10419999999999,True,19.189445163765406
114136,00003727,97.235,95.7838,00003727,2068.5899999999997,172.0179,True,21.274129685812717
114226,00030990,0.4216666666666667,0.16340000000000002,00030990,3.225,0.2676,True,7.648221343873518
114530,00003494,33.026666666666664,22.3375,00003494,268.5183333333333,22.3313,True,8.130349212757368
114551,00037376,54.715,35.1464,00008154,391.4933333333333,32.5421,False,7.1551372262329025
114683,00031389,2.095,0.8677,00031389,9.983333333333333,0.8222999999999999,True,4.765314240254574
114695,00003727,127.85333333333332,116.181,00003727,1827.2033333333334,151.9449,True,14.291401606006884
114807,00000001,56.57833333333333,36.3961,00000001,404.53499999999997,33.5982,True,7.149998527115797
114939,00003523,48.365,58.5235,00003523,709.7116666666666,59.003800000000005,True,14.674075605637684
114992,00011396,10.615,11.079,00011396,130.37,10.8234,True,12.281676872350447
115068,00000066,0.0,0.0,00000066,146.17166666666665,12.156799999999999,True,
115164,00003792,0.74,0.5735,00003792,5.95,0.49589999999999995,True,8.04054054054054
115563,00010723,28.876666666666665,26.1662,00010723,312.21500000000003,25.914099999999998,True,10.812016622417179
115590,00003727,66.03166666666667,92.8343,00003494,2061.5783333333334,171.3731,False,31.22105555415331
115689,00000066,0.0,0.0,00000066,146.17166666666665,12.156799999999999,True,
115836,00003727,64.66833333333334,90.73310000000001,00003494,2068.57,171.95489999999998,False,31.98737145949847
115936,00003494,108.29333333333334,81.855,00003494,897.0533333333333,74.5976,True,8.283550849544447
115991,00003494,69.63166666666666,57.8887,00003494,569.2183333333334,47.3539,True,8.174704995332585
116229,00003523,108.46333333333334,128.97039999999998,00003523,1652.1066666666666,137.35060000000001,True,15.231937060143212
116389,00003523,207.32333333333332,212.0521,00003523,2403.6466666666665,199.8558,True,11.593710307571104
116393,00003523,1.0683333333333331,0.6051,00003523,6.718333333333334,0.5582,True,6.28861154446178
116590,00010723,30.751666666666665,28.1222,00010723,336.24666666666667,27.904700000000002,True,10.934258305782885
116675,00037783,137.69833333333332,138.9133,00000162,240.98166666666665,20.0169,False,1.7500695965819
116721,00003727,51.87833333333333,72.9837,00003494,2612.233333333333,217.1979,False,50.353069682269414
116728,00003494,145.79500000000002,118.8732,00003598,1283.7016666666668,106.7093,False,8.804840129405443
116842,00003655,6.444999999999999,4.9902,00003655,65.06666666666666,5.4056999999999995,True,10.09568140677528
116861,00001910,3.775,2.7596999999999996,00010777,22.811666666666667,1.8939000000000001,False,6.042825607064018
116922,00003494,172.44500000000002,176.4002,00003494,1317.4850000000001,109.562,True,7.6400301545420275
117014,00037376,27.691666666666666,16.0585,00008154,198.08166666666665,16.454900000000002,False,7.153114655431838
117194,00003494,39.10166666666667,54.784699999999994,00003494,630.1666666666666,52.3999,True,16.11610758279698
117292,00002021,27.446666666666665,27.6043,00002021,329.97333333333336,27.4035,True,12.022346368715086
117295,00011396,66.805,81.1876,,,,False,
117341,00016148,18.688333333333333,22.7605,00002021,584.645,48.578300000000006,False,31.283956122357978
117441,00003727,109.00500000000001,152.9061,00003494,1705.4566666666665,141.82160000000002,False,15.645673745852633
117598,00002021,27.51833333333333,28.5187,00002021,335.9816666666667,27.8745,True,12.209375567803285
117599,00003523,80.78833333333334,86.4858,00003523,1008.0400000000001,83.844,True,12.477544199863841
117723,00012953,1.845,1.2207000000000001,00013165,9.698333333333332,0.8079,False,5.256549232158988
117727,00011396,44.05833333333333,54.6443,00012243,471.28499999999997,39.0964,False,10.696841308870816
117815,00003494,163.32666666666668,168.39839999999998,00003494,1414.51,117.6232,True,8.660618800767377
117845,00002021,25.538333333333334,26.1869,00002021,314.6,26.0945,True,12.318736539842067
117947,00002161,98.03999999999999,103.212,00002161,1623.4883333333335,131.8429,True,16.559448524411806
118152,00003727,1.6083333333333334,1.3087,00003727,15.801666666666668,1.3128,True,9.824870466321244
118199,00008154,5.788333333333333,2.8002,00003598,27.791666666666668,2.3158000000000003,False,4.801324503311259
118437,00003523,111.03166666666667,118.79780000000001,00003523,1395.4350000000002,116.0292,True,12.567901049250215
118886,00016148,28.151666666666664,38.511300000000006,00002021,1678.2316666666666,139.4211,False,59.61393641584276
118901,00000001,2.558333333333333,1.0647,00000001,9.981666666666666,0.8272999999999999,True,3.9016286644951137
118910,00003523,70.01333333333334,90.5155,00003523,2111.95,175.586,True,30.164968577413823
118930,00037783,1.845,0.6972999999999999,00037783,5.403333333333333,0.44939999999999997,True,2.928635953026197
118959,00000210,63.52333333333333,43.7809,00000210,523.6,43.522400000000005,True,8.24264049955397
119096,00008154,70.23,55.3838,00008154,558.12,46.4045,True,7.947031183255019
119253,00003494,24.533333333333335,27.1681,00003494,337.34000000000003,26.5947,True,13.750271739130435
119347,00003655,47.695,49.509,00003655,597.0416666666666,49.6419,True,12.517908935248277
119409,00003523,89.61833333333334,95.69789999999999,00003523,1118.5783333333334,93.0261,True,12.481579289951833
119513,00010777,35.3,46.1472,00002161,409.0733333333334,34.0005,False,11.588479697828141
119663,00035125,62.92166666666667,44.1445,00035125,466.54,38.7665,True,7.4146160570020925
119812,00000001,126.58333333333333,101.05069999999999,,,,False,
119892,00003770,21.21333333333333,22.3672,00003770,225.43666666666667,18.7284,True,10.627121307353868
119923,00003727,91.59833333333333,99.4889,00003494,2326.1200000000003,193.419,False,25.39478520351535
120183,00037783,296.5933333333333,265.4316,00000162,79.055,6.5709,False,0.26654341522623576
120186,00003494,127.935,96.5933,00003494,1028.2633333333333,85.55489999999999,True,8.037388778155574
120338,00037376,2.1133333333333333,1.1933,00008154,12.25,1.0198,False,5.796529968454259
120711,00002161,62.285,63.2782,00002161,1411.9883333333335,114.6097,True,22.669797436514948
120793,00002161,20.68,23.3869,00002161,246.535,20.4863,True,11.92142166344294
121016,00008154,39.075,29.2366,00003655,481.82,40.0575,False,12.330646193218168
121214,00003523,62.02166666666667,48.6395,00003523,983.8566666666667,81.81039999999999,True,15.8631123532099
121341,00003754,1.025,0.7807000000000001,00003754,6.1033333333333335,0.5075,True,5.954471544715448
121384,00031235,75.70166666666667,67.1584,00002161,810.3416666666667,64.5586,False,10.704409854472601
121391,00000001,123.425,100.3725,00000001,1199.6333333333334,99.557,True,9.719532779690772
121611,00031235,81.75500000000001,87.0798,00002161,958.3816666666667,76.8301,False,11.722606160683341
121949,00002161,108.025,101.1161,00002161,1148.1266666666668,92.64269999999999,True,10.628342204736558
121954,00003727,34.66166666666666,25.8535,00003727,279.8283333333333,23.2655,True,8.073135548396404
121967,00008154,34.00833333333333,24.8736,00003655,315.6,26.2445,False,9.280078412153884
121984,00010723,5.876666666666667,3.7565999999999997,00010723,44.14833333333333,3.671,True,7.512478729438457
122103,00000001,6.63,4.6609,00000001,54.215,4.5092,True,8.177224736048267
122183,00031235,1.6566666666666667,0.6952,00031235,8.078333333333333,0.672,True,4.8762575452716295
122200,00010723,46.30333333333333,41.7155,00010723,499.865,41.4883,True,10.795443092649919
122387,00003523,46.47666666666667,64.5041,00003523,1295.9216666666666,107.7577,True,27.883274761529083
122480,00003727,148.69166666666666,165.4638,00003494,1983.71,164.976,False,13.341097349100489
122546,00003494,30.428333333333335,13.9176,00003494,167.325,13.9176,True,5.4989866900366975
122623,00003494,137.47666666666666,110.591,00003598,1184.2183333333335,98.4452,False,8.613958732390953
122666,00002161,157.35,153.2872,00002161,2001.0483333333332,163.5374,True,12.717180383433957
122878,00000210,863.7283333333332,75.72210000000001,00000210,910.9933333333333,75.72210000000001,True,1.054722067316691
122895,00010777,126.93833333333333,163.0412,00031235,1099.76,91.4305,False,8.663734359203287
123324,00003494,84.75333333333333,83.55330000000001,00003494,1004.265,82.5133,True,11.849268465350429
123524,00003655,62.86333333333334,62.155699999999996,00003792,642.2333333333333,53.3801,False,10.216342329922053
123546,00002161,174.96666666666667,180.98510000000002,00002161,2019.75,165.1071,True,11.543627357591921
124030,00002161,441.4066666666667,618.982,,,,False,
124207,00031235,47.93833333333334,51.0997,00002161,562.815,46.8113,False,11.74039564718562
124586,00000001,81.115,53.4968,00012854,3247.2783333333336,269.8892,False,40.03301896484416
124634,00003523,13.139999999999999,17.2694,00003523,268.92333333333335,22.3693,True,20.46600710299341
124988,00003494,31.790000000000003,24.428099999999997,00003494,642.2116666666666,53.4051,True,20.20168816189577
125041,00003727,216.665,156.7908,00003494,2724.665,226.5172,False,12.575473657489674
125174,00012243,13.885,14.434899999999999,00012243,171.31,14.207,True,12.337774576881527
125255,00003727,156.04,206.40370000000001,00003494,1867.425,155.309,False,11.96760446039477
125318,00003655,1.0433333333333334,0.7485,00003655,11.066666666666666,0.9201,True,10.607028753993609
125592,00011409,4906.8,409.5034,00011409,4917.320000000001,409.30890000000005,True,1.0021439634792533
125761,00003727,256.01,200.3649,00003494,2924.0833333333335,243.09570000000002,False,11.421754358553704
125885,00037376,42.72833333333333,27.7219,00008154,301.44666666666666,25.0639,False,7.0549596286617
126159,00003792,60.894999999999996,44.8722,00003792,539.5733333333334,44.8469,True,8.860716533924517
126324,00020274,96.80833333333334,67.7593,00020274,813.8033333333333,67.71539999999999,True,8.406335542739088
126343,00003494,17.018333333333334,23.2321,00003494,279.0183333333333,23.194,True,16.395162080109685
126484,00037376,146.21833333333333,134.4869,00003598,1421.5783333333334,118.19439999999999,False,9.722298845334032
126543,00031235,73.41666666666667,75.37360000000001,00002161,741.2900000000001,61.643699999999995,False,10.097026106696935
126712,00016148,4.683333333333334,5.700399999999999,00001910,75.54666666666667,6.2796,False,16.130960854092525
126740,00003494,115.94666666666667,89.05460000000001,00003494,937.83,78.02810000000001,True,8.088460211591537
126763,00010777,158.11333333333332,165.6755,00031235,1911.0133333333333,158.8326,False,12.086351562170597
126890,00003523,12.201666666666666,15.9414,00003523,1235.2516666666668,102.708,True,101.23630651550336
127204,00003727,18.490000000000002,22.7613,00003727,2656.1216666666664,220.8504,True,143.65179376239405
127220,00003523,91.84833333333333,113.6027,00003523,1860.9733333333331,154.7085,True,20.261372915494746
127279,00003727,268.10333333333335,292.639,00003598,3772.4283333333337,313.6875,False,14.070799815991347
127341,00003770,1.04,0.6888,00003770,6.9766666666666675,0.5801000000000001,True,6.708333333333334
127440,00003494,117.095,118.7692,00003494,1334.155,110.95219999999999,True,11.393782825910586
127472,00003494,153.90166666666667,158.11829999999998,00003494,1537.875,127.8835,True,9.992581843384846
127536,00003727,126.51666666666667,131.9845,00003727,3427.565,285.1172,True,27.09180608615466
127578,00003523,135.67666666666668,154.98729999999998,00003523,1718.0783333333334,142.843,True,12.663034665749453
127810,00003727,158.06333333333333,175.38410000000002,00003494,1919.9199999999998,159.6716,False,12.146523545414285
127857,00000210,1729.2649999999999,147.6409,00000210,1775.0600000000002,147.57729999999998,True,1.026482349437478
127897,00003792,110.19333333333334,114.59530000000001,00003792,1354.2816666666665,112.6048,True,12.29005081977131
127970,00038493,10.921666666666665,10.7696,00038493,129.20666666666665,10.7674,True,11.830306729742103
127971,00003727,209.54,160.1598,00003494,2519.1933333333336,209.44060000000002,False,12.022493716394644
128252,00003494,77.275,51.369800000000005,00003598,1385.8083333333334,115.1978,False,17.933462741291923
128366,00011396,1.6116666666666668,0.9334,00011396,6.180000000000001,0.5147,True,3.834539813857291
128646,00003655,26.108333333333334,23.066599999999998,00003655,170.12666666666667,14.145100000000001,True,6.516182572614108
128671,00000162,0.0,0.0,00000162,5.578333333333333,0.4633,True,
128696,00002161,443.425,619.8240999999999,,,,False,
128734,00003523,193.65833333333333,203.0344,00003523,2295.211666666667,190.8413,True,11.8518610955721
128777,00002161,163.46666666666667,161.34810000000002,00002161,9627.494999999999,782.2798,True,58.89576876019575
128855,00003494,123.28999999999999,118.44210000000001,00003494,1329.3266666666668,110.5379,True,10.782112634168763
128891,00000066,0.0,0.0,00000066,95.095,7.9097,True,
128946,00003655,43.73833333333334,44.5835,00003655,537.7466666666667,44.712199999999996,True,12.294630949205501
128960,00037783,169.07166666666666,157.6997,00000162,240.98166666666665,20.0169,False,1.4253225949548023
129048,00011409,2205.1833333333334,184.66670000000002,00011409,2217.52,184.66670000000002,True,1.0055943950238453
129175,00003494,145.13833333333332,133.2924,00003494,1507.9066666666665,125.38810000000001,True,10.38944455289781
129311,00031235,79.55,45.1113,00031235,534.1283333333333,44.406099999999995,True,6.714372512046931
129468,00035125,21.966666666666665,20.1907,00035125,212.18166666666667,17.6402,True,9.659256449165403
129476,00010723,17.188333333333333,14.087,00010723,170.13666666666668,14.126,True,9.89838068457287
129548,00003523,96.57,103.3331,00003523,1209.9066666666665,100.613,True,12.5288046667357
129620,00011396,52.458333333333336,67.73519999999999,00012243,685.1383333333334,56.8805,False,13.060619539316919
129629,00016148,31.975,35.5799,00002021,401.995,33.3694,False,12.5721657544957
129840,00003523,80.38166666666666,94.7227,00003523,2309.5033333333336,192.0189,True,28.731717431420936
130156,00003598,3.5866666666666664,2.4901999999999997,00008154,17.236666666666668,1.4144,False,4.805762081784387
130306,00010723,13.798333333333334,11.2304,00010723,132.33,10.9918,True,9.590288682207996
130445,00000001,126.58333333333333,101.05069999999999,,,,False,
130594,00031235,113.31833333333334,77.4268,00031235,924.465,76.8377,True,8.158123869335647
130784,00002161,155.59333333333333,160.6644,00002161,1817.4850000000001,148.29770000000002,True,11.680995329705643
131031,00000210,1743.6633333333334,157.4216,,,,False,
131303,00002021,27.373333333333335,25.8042,00002021,296.9266666666666,24.638900000000003,True,10.847296639064782
131482,00000066,0.0,0.0,00000066,146.17166666666665,12.156799999999999,True,
131650,00011775,24.69,26.403599999999997,00035125,392.8883333333333,32.6521,False,15.912852706898878
131684,00003727,20.648333333333333,28.438299999999998,00003494,2349.525,195.2792,False,113.7876341916216
131849,00003523,173.87166666666664,189.9094,00003523,2138.5216666666665,177.8063,True,12.299425821726754
131985,00003494,0.8516666666666667,0.37439999999999996,00003494,3.8316666666666666,0.31860000000000005,True,4.499021526418787
132211,00003494,73.24333333333334,72.10289999999999,00003494,841.8066666666667,70.0,True,11.493287216128886
132377,00003494,114.26666666666667,101.10730000000001,00003494,1812.125,150.6091,True,15.858736872812136
132379,00002084,0.87,0.5812,00002084,6.7266666666666675,0.56,True,7.731800766283526
132401,00010777,81.57833333333333,112.8345,00031235,1700.72,141.34570000000002,False,20.84769240198582
132509,00010723,29.325,27.445400000000003,00010723,310.1433333333333,25.756,True,10.576072747939754
132756,00010777,137.245,151.9301,00031235,1838.7283333333332,152.823,False,13.397415813569406
132804,00003494,60.87166666666667,75.6045,00003494,817.8683333333333,68.01060000000001,True,13.435944473345563
132872,00010723,28.466666666666665,24.331799999999998,00010723,267.20666666666665,22.1739,True,9.386651053864169
132880,00000001,126.58333333333333,101.05069999999999,,,,False,
133118,00002161,40.75,42.3928,00002161,541.7083333333334,45.0507,True,13.293456032719837
133120,00003494,109.21499999999999,102.1184,00003598,2056.4983333333334,170.98160000000001,False,18.829815806742054
133268,00003494,93.94166666666666,60.686800000000005,00003494,834.2783333333333,68.3793,True,8.880812560986428
133342,00002161,173.215,240.5133,,,,False,
133357,00010777,56.24166666666667,77.062,00001910,829.475,68.9939,False,14.748407171432806
133363,00003727,258.3616666666667,261.7314,00003494,3387.8416666666667,281.6511,False,13.112787629743835
133406,00003792,15.133333333333333,15.130600000000001,00003792,140.83666666666667,11.7042,True,9.306387665198239
133465,00010723,36.17333333333333,32.6541,00010723,390.31333333333333,32.388400000000004,True,10.790084776999631
133505,00001910,2.835,1.6072,00001910,13.426666666666668,1.1171,True,4.736037624926515
213296,00000210,1743.6633333333334,157.4216,00000210,3600.445,299.3592,True,2.064873953114038
213929,00003754,37.925,38.354099999999995,00003754,443.725,36.893699999999995,True,11.700065919578115
215729,00000001,126.58333333333333,101.05069999999999,00000001,1216.2633333333333,100.92989999999999,True,9.60840026333114
215922,00000210,1739.9183333333335,152.1286,00000210,3602.175,299.5063,True,2.0703126870897197
223249,00011409,3859.483333333333,322.5386,00011409,3874.6966666666663,322.4355,True,1.0039418056821077
228555,00011409,2211.211666666667,186.5399,00011409,2239.9216666666666,186.5323,True,1.0129838316398172
232480,00000001,126.92,101.15480000000001,,,,False,
233120,00003770,59.693333333333335,42.9195,00003770,508.2583333333333,42.243,True,8.514490730399821
237260,00000162,0.0,0.0,00000162,4670.133333333333,388.18809999999996,True,
239636,00003655,260.56666666666666,184.9531,00003655,2165.621666666667,180.0365,True,8.311199948829476
242067,00003727,307.5083333333333,317.3062,00003494,2952.3799999999997,245.38639999999998,False,9.600975583317524
311097,00000210,1743.3966666666668,157.2451,,,,False,
311185,00000001,126.58333333333333,101.05069999999999,,,,False,
311264,00011409,2205.9316666666664,184.941,00011409,2228.0899999999997,185.5466,True,1.0100448865520917
511605,00000001,126.52333333333333,97.04780000000001,00012854,3248.436666666667,269.9856,False,25.674605474616015
512133,00037783,346.0833333333333,312.5431,,,,False,
519009,00030934,1.9066666666666667,1.0944,00030934,12.658333333333333,1.0537999999999998,True,6.638986013986013
528580,00000066,0.0,0.0,00000066,0.19499999999999998,0.016300000000000002,True,
541822,00011409,4927.673333333334,418.1921,00011409,5252.8116666666665,437.1361,True,1.0659821200268955
552406,00003598,3.216666666666667,2.1279,00008154,26.965,2.2399,False,8.382901554404144
553953,00003727,116.48833333333333,131.22070000000002,00003494,1701.2016666666668,141.3859,False,14.604051907916388
614112,00003494,95.35333333333332,86.4498,00003494,981.4833333333333,81.6284,True,10.293120324407468
622752,00003655,124.51,122.0947,00003655,1413.1933333333334,117.4923,True,11.350038818836506
650115,00003754,63.37833333333333,65.7897,00003754,773.8066666666667,64.3424,True,12.209324953322641
