id_demanda,Z,t_min
215551,3701,73.01166666666667
686086,1424,115.03833333333334
686079,1362,50.78666666666666
686087,1318,100.17
674160,3998,87.31
623931,4130,105.77666666666667
662513,3824,105.29333333333334
244025,3991,50.14666666666667
536334,1594,29.165000000000003
542175,1896,35.58833333333334
215839,3584,91.68833333333333
246157,1091,31.296666666666667
116142,3501,106.69
610492,1388,32.031666666666666
686084,3912,93.98166666666665
686083,3757,79.83333333333333
228574,3854,90.18833333333333
612734,1287,69.30166666666668
617590,905,53.95333333333333
119892,518,21.21333333333333
212021,560,15.175
237771,1618,121.54333333333334
569550,586,13.981666666666666
525021,1202,120.76333333333334
621089,1048,55.25833333333333
530282,524,20.315
526775,1465,90.00166666666668
662380,1197,56.79666666666667
224905,3712,120.69333333333334
621265,779,57.07833333333333
610741,1394,85.49666666666667
626869,1057,54.88
682210,620,67.125
536483,606,65.63166666666667
219919,710,76.11999999999999
244873,887,81.2
652532,533,68.72
235362,3641,71.075
681800,3555,75.33
618335,3741,65.67166666666667
246598,3134,57.705000000000005
233606,4059,61.059999999999995
613026,3716,71.50333333333333
229112,3717,71.97833333333332
686091,3872,62.86666666666667
219726,3628,67.575
527051,3579,64.29166666666667
539795,3843,80.85833333333333
113401,3144,60.94833333333334
513243,3703,54.52833333333333
228397,3974,60.32833333333333
614163,3582,50.781666666666666
520688,2841,62.919999999999995
686094,4024,59.635
229843,3944,93.44666666666667
662511,3349,52.01833333333333
624075,3742,69.18333333333334
541483,3410,234.15333333333334
556893,3503,212.37
686101,3748,211.36833333333334
539197,3503,206.51166666666668
662894,1691,186.81
515613,3569,204.55
230925,3591,211.345
662901,2984,247.12333333333333
522475,3623,309.84833333333336
662886,2038,209.84333333333333
121023,3456,338.455
521656,3434,257.85499999999996
662897,3797,338.57666666666665
531829,3191,241.38500000000002
662899,3703,252.035
520182,3759,323.43333333333334
684046,1720,207.52833333333334
214011,749,396.6766666666666
227205,2455,335.655
569217,3874,218.67000000000002
531056,3516,296.4183333333333
121234,3471,44.97
686108,3892,46.80166666666666
537589,3427,38.45
516590,3646,38.940000000000005
662378,4108,60.82333333333334
124061,3921,61.07
129592,2839,57.223333333333336
656725,3867,56.86333333333334
529729,4110,56.35166666666667
546995,3531,36.815000000000005
122679,2663,5.241666666666666
229564,3829,54.22166666666667
