id_demanda,Z,t_min
622832,3506,41.156666666666666
216848,3350,26.89333333333333
611389,3327,27.11
229064,3086,30.21833333333333
243186,3524,25.675
537895,3702,48.45166666666667
520039,2962,9.885
692174,3384,26.46833333333333
662353,3377,42.211666666666666
133406,3224,15.133333333333333
122570,3050,28.98166666666667
113290,3700,25.36
114566,3268,28.523333333333333
518614,3940,37.513333333333335
682342,3434,46.02333333333333
531619,3271,16.521666666666665
649999,3515,37.135
232308,3437,45.92666666666666
616738,3772,34.13666666666666
549961,1095,45.81666666666667
611161,925,48.98833333333334
548619,1123,61.75
530772,854,60.005
650042,3261,71.06666666666666
686143,1244,65.89666666666668
682316,1087,71.105
610301,1315,50.288333333333334
686133,1589,71.22
623459,3608,64.32833333333333
686135,1537,50.575
682868,735,38.88
686131,3777,72.83833333333334
662347,3725,67.74499999999999
622153,3382,70.95
246020,3726,70.98
229492,3708,75.025
533830,1267,70.35833333333333
625902,3779,63.35
662004,3588,79.445
686147,1321,68.95
112474,686,65.015
536836,670,64.545
213516,3519,84.19166666666666
536521,2686,89.40833333333333
310542,3300,79.445
132995,3760,69.03999999999999
527203,2421,96.93833333333333
544289,1262,78.60666666666665
522554,3817,63.08833333333334
520948,1943,462.6766666666666
547749,2321,462.6766666666666
627034,2613,157.72333333333333
680392,3210,451.72999999999996
611774,1051,462.67333333333335
613046,3465,157.72333333333333
523473,1718,448.4266666666666
216803,1417,315.755
661895,1377,145.73999999999998
615038,3540,155.95166666666668
662953,3321,4.765
527859,2753,21.223333333333336
310390,3783,13.286666666666667
616338,3169,25.698333333333334
679593,4270,102.805
126531,4277,27.651666666666664
652491,3194,2.5833333333333335
545791,4374,36.985
679594,4219,61.87
618527,3239,18.941666666666666
675511,3703,20.55666666666667
113752,3415,10.953333333333335
542343,4210,26.34
233420,3385,7.035
245357,4428,62.919999999999995
234521,4133,31.990000000000002
122649,3359,9.16
668224,3353,8.055
130137,3425,5.6
686154,3142,1.9066666666666667
662968,4112,19.646666666666665
616042,3173,2.5949999999999998
114565,3382,5.198333333333333
239048,2981,5.348333333333333
235929,4418,57.91
213727,3816,8.33
679217,4187,35.22833333333333
662965,3398,6.178333333333333
662459,2944,4.451666666666667
310302,3997,25.821666666666665
662944,4225,22.618333333333332
210671,3033,9.104999999999999
662946,4100,19.598333333333336
121642,3123,15.286666666666667
538439,3834,21.298333333333336
214330,3424,5.295
550519,3960,25.240000000000002
679600,4342,104.00666666666666
662456,3392,5.819999999999999
310143,4397,25.408333333333335
662969,4222,32.61833333333333
528640,3202,0.8366666666666667
113297,4132,42.01166666666666
662947,4084,21.348333333333336
128590,3363,11.375
611584,3506,13.528333333333334
662941,4257,20.959999999999997
679215,3096,7.371666666666667
679596,4229,104.18666666666667
245882,4224,102.805
679603,3786,17.513333333333332
114823,2947,14.638333333333332
679598,4274,103.21666666666667
662936,4266,23.658333333333335
226813,2956,6.861666666666666
662927,3701,13.528333333333334
679597,4374,58.255
310675,3671,14.973333333333333
662956,3185,3.36
678109,4403,44.2
679601,4216,102.805
237329,3770,11.828333333333335
662960,3194,2.4433333333333334
219040,3827,20.368333333333332
662937,4348,24.298333333333336
226239,3333,7.3
686155,3186,2.256666666666667
222141,3561,14.633333333333333
622082,2807,17.445
227864,2691,17.666666666666668
210213,3858,28.346666666666668
515247,3106,77.79833333333333
113514,3801,90.46000000000001
662980,3676,129.41833333333335
218439,4077,80.04166666666667
210045,4086,82.32833333333333
533046,4089,130.13333333333333
675169,3461,110.325
677111,3736,123.57333333333332
686172,3242,67.06833333333333
677114,3623,123.77166666666668
243940,3718,112.125
676501,3033,70.36166666666666
676505,3367,108.775
678857,4098,95.49666666666667
510596,4216,88.76333333333334
535645,2913,81.19333333333334
210663,4272,64.66
131776,4085,76.93666666666667
210501,3478,129.12
675501,4349,83.90666666666667
676649,3189,83.125
620814,3972,113.28
112173,4258,147.42000000000002
123727,3089,120.18166666666666
119918,3494,125.71000000000001
540040,4258,83.90666666666667
676512,3836,84.68
117683,4245,128.57833333333332
676502,3767,123.75
653250,2980,73.75500000000001
122981,4048,83.52833333333334
624299,3077,93.66000000000001
230083,4116,102.38666666666667
118686,3530,110.80666666666666
133145,4177,133.22333333333333
117874,4306,95.055
675165,4172,76.78666666666666
675163,3812,123.57333333333332
676504,3713,114.095
216643,4128,83.935
228291,4119,75.18
686170,3639,129.41833333333335
212672,4098,83.69166666666666
123517,3006,112.08666666666666
243091,3526,137.11166666666668
131795,4127,85.2
662976,4053,108.6
130419,3094,86.34833333333333
130390,2987,74.83833333333334
246088,4005,96.02666666666667
676133,3974,99.40333333333334
676506,3614,114.07333333333332
530734,3355,80.01166666666667
111855,4241,57.223333333333336
121090,3208,83.47
662992,3133,69.24666666666667
235135,4308,41.27333333333333
220800,4308,71.4
551167,3181,80.93166666666666
662987,4028,91.225
534189,4130,41.519999999999996
525881,3273,84.90166666666667
676135,4305,68.28166666666667
534329,3212,80.875
686176,3093,88.91000000000001
662982,4195,51.05
231187,4165,46.09
228057,4265,76.39666666666668
133501,4318,83.46499999999999
530049,4143,103.17833333333333
545270,4022,90.98166666666665
662985,4201,50.486666666666665
510532,4160,47.32333333333334
662988,3811,80.94333333333334
540168,4330,62.735
536718,4074,100.555
662939,4356,28.113333333333333
236513,3427,53.269999999999996
663085,4191,37.53333333333333
662930,4250,32.43
246665,4408,52.656666666666666
551617,3562,65.76333333333334
663003,4123,60.836666666666666
210611,4152,36.55333333333333
663005,4050,54.23833333333334
110246,3838,57.845
663074,4360,41.818333333333335
310741,4291,55.01
663002,4156,61.405
242186,3699,49.151666666666664
662998,4171,54.33166666666667
124641,3864,45.86333333333334
110612,3618,57.845
233196,3674,53.57
250693,4202,29.9
535949,3963,42.22666666666667
663020,4198,27.823333333333334
218290,3922,19.28666666666667
529320,3124,33.401666666666664
663017,4140,25.925
686180,4196,31.876666666666665
115990,3516,18.955
664250,4167,26.423333333333336
220162,4049,47.43333333333333
663034,3200,8.84
523522,3235,23.936666666666667
676531,3835,19.403333333333332
663041,3508,31.05666666666667
681816,4121,90.185
663024,3722,37.56166666666666
692180,4107,37.74
664249,3472,22.243333333333332
231273,4124,90.185
663033,2952,8.29
523959,3922,20.336666666666666
533259,3976,48.49666666666667
663016,3709,56.92333333333333
676537,4024,47.43333333333333
663021,4195,30.921666666666667
652165,3331,16.216666666666665
662605,3347,12.183333333333334
513451,3762,47.14833333333333
676526,3313,9.646666666666667
663015,4142,25.801666666666666
663026,3608,35.34
663038,3459,21.316666666666666
663040,3350,38.913333333333334
663032,3293,9.641666666666667
246681,2529,52.13
652166,3536,40.788333333333334
617983,2613,12.585
131568,4312,116.045
540770,4192,110.85666666666665
525224,3173,94.74499999999999
686183,3077,91.42166666666667
663063,3468,95.31
132045,4225,72.86666666666666
244083,3250,84.92333333333333
663068,4393,120.38666666666667
118098,4015,90.03500000000001
127742,4329,110.17666666666668
623346,4149,142.245
663502,4330,91.775
526141,4036,127.885
663057,3294,81.01
113330,4285,101.23666666666666
692183,4230,118.2
221164,4430,123.73333333333333
663067,4159,114.82833333333333
129188,3671,94.04666666666667
130012,4281,93.58500000000001
549183,4327,127.83833333333334
117110,4331,93.58500000000001
126587,4578,91.01
663082,4189,119.74
226763,4494,117.61166666666666
241087,4240,112.75666666666666
611883,4161,114.89666666666668
663064,3475,115.24166666666666
244693,4303,93.58500000000001
231092,4258,117.59833333333333
217382,3855,140.32166666666666
654011,4378,128.26833333333335
121345,4411,88.205
522391,4373,136.72166666666666
310055,4451,76.35166666666667
130763,4457,80.93666666666667
213558,4336,93.58500000000001
125322,3837,141.4
223636,3920,120.985
119589,4282,72.80166666666668
225565,4409,69.74
240651,4425,118.86166666666666
219190,4381,101.92
215179,4262,116.77333333333333
246756,4518,65.74833333333333
244740,4250,126.26666666666667
310330,4393,84.205
131424,4356,80.67666666666668
217236,4351,89.93166666666666
548398,3663,131.72833333333332
663069,4518,123.20166666666667
664583,4462,62.35333333333333
663081,4284,120.025
223263,4263,128.18333333333334
122600,4296,90.03500000000001
663501,4357,72.8
663156,2078,254.04333333333335
237485,2473,261.2033333333333
539698,1783,241.2133333333333
620153,3237,276.35833333333335
663141,2318,259.07166666666666
237761,3234,285.76166666666666
663123,3123,269.1633333333333
663125,2352,256.815
663122,3108,265.0683333333333
520436,1499,249.4116666666667
544675,1778,248.24166666666667
111832,3094,264.39500000000004
537807,3125,274.80333333333334
610807,2235,259.88666666666666
310664,1682,248.24166666666667
224244,2268,255.71833333333333
663155,2994,262.6716666666667
663138,2566,275.35166666666663
692188,4287,268.7916666666667
611832,3285,287.6983333333334
663149,2648,296.005
622320,2712,294.65999999999997
519780,1404,243.48833333333332
114488,3317,275.28
129489,2074,263.7583333333333
663099,4031,273.28499999999997
131181,2777,266.93666666666667
664251,3269,279.71666666666664
676656,3254,274.72666666666663
663126,3031,273.47333333333336
686185,3349,278.2433333333333
663086,1992,259.88666666666666
310259,2744,295.92333333333335
620620,3032,273.53333333333336
663154,2238,255.64333333333335
663111,3233,273.2883333333333
663133,1539,247.2133333333333
128379,3247,283.34166666666664
570946,1740,255.97
663157,2436,256.7133333333333
531438,1913,232.23
530385,1137,220.49333333333334
686202,3407,260.82666666666665
663167,2725,288.0
618503,4161,234.60666666666665
663182,3274,269.2966666666667
653316,3537,267.40833333333336
677414,4231,192.12333333333333
620844,4159,195.005
230566,3193,269.0866666666667
663186,3060,275.68333333333334
677416,4138,250.59
119452,3477,293.205
681014,4304,254.88166666666666
663158,4236,209.17833333333334
663178,3482,288.96666666666664
522579,2041,255.465
663324,4019,248.645
622814,3515,293.205
677418,4000,254.505
510955,3223,271.6166666666667
227909,4162,193.45833333333334
663185,3474,262.92833333333334
529012,3293,269.9583333333333
212706,2841,273.05
213513,1711,260.56333333333333
681006,4349,213.82999999999998
118736,3424,262.6333333333333
686190,4141,232.52833333333334
686194,2648,286.35999999999996
239734,4314,258.465
540186,3240,291.6433333333333
677423,3256,277.83
663325,4120,254.88166666666666
516971,3439,268.41833333333335
240065,3976,260.12333333333333
663233,2896,280.43666666666667
112607,3202,287.68833333333333
118819,2946,284.385
662553,2831,272.31
520679,2759,288.315
240732,3393,267.69
615695,4190,207.03333333333333
663169,2697,289.15166666666664
663183,3394,264.2133333333333
544280,3354,277.35333333333335
620098,3486,293.26
250674,4212,234.70833333333334
244840,3289,265.675
535257,3094,276.525
686193,862,213.68833333333333
692190,4164,210.5
686206,3501,283.87666666666667
523247,1925,145.485
214077,3898,73.39
127536,2678,126.51666666666667
663219,2834,124.30166666666668
677905,2142,212.37
222641,3827,80.32
233341,3921,52.276666666666664
128023,3766,82.43333333333334
612971,2774,129.65166666666667
663218,2473,119.32166666666667
663210,3549,220.82999999999998
235579,2290,103.875
228424,3910,55.80833333333333
622060,2551,120.30166666666668
243693,2510,124.27
676894,3167,75.21499999999999
686207,2494,105.13000000000001
310655,3973,64.67333333333333
217097,3804,58.663333333333334
118241,2693,208.68666666666667
239567,1676,203.63
310266,3926,65.32
663209,2799,194.755
128160,2827,92.845
662369,2238,106.35333333333332
677908,2816,136.17333333333332
677915,2686,207.80499999999998
536720,1441,166.65
240889,3940,114.70333333333333
663207,2028,198.29333333333335
663202,3048,219.28166666666667
663226,1636,175.22166666666666
677435,3974,53.669999999999995
237061,3984,63.67833333333333
663216,1667,145.20333333333335
663208,1815,182.95833333333334
232640,3821,57.568333333333335
681008,4048,236.28333333333333
525320,896,212.34833333333333
133363,2658,258.3616666666667
119721,3443,256.29333333333335
541013,1365,228.8383333333333
678116,3575,274.31166666666667
127772,3297,260.3483333333333
514610,1678,236.04333333333335
550824,914,215.28
678117,3094,259.7083333333333
686213,3967,242.61666666666667
678114,3051,262.2
121551,3411,253.19333333333333
115946,3324,266.1933333333333
686212,3744,245.28833333333333
678113,3541,247.58666666666667
663232,2998,277.97166666666664
223230,3178,267.7966666666667
244052,3519,248.27833333333334
681002,4268,217.68166666666667
310352,2364,231.10833333333332
663229,2158,253.69
677143,4268,114.58
663265,4194,65.13833333333334
220316,3264,66.63000000000001
675741,3320,20.970000000000002
214082,3961,59.18666666666666
686231,3701,66.10666666666667
675624,4238,121.21166666666666
679119,3640,65.825
244214,3977,103.33
662188,4333,123.33833333333334
673616,3593,88.65166666666667
128655,2886,34.913333333333334
234634,4051,67.06
676832,3747,85.66666666666667
673613,3968,48.961666666666666
684000,3364,21.433333333333334
233715,4322,108.76833333333335
663298,3908,29.69
675212,3936,78.73666666666666
110673,4052,118.155
250005,3973,47.833333333333336
111845,3441,30.351666666666667
686229,4249,94.49166666666666
663264,3940,66.99833333333333
663252,3964,95.45
310085,4204,90.98166666666665
232309,4113,141.16333333333333
675378,4048,123.26833333333335
663269,3997,76.39666666666668
663260,3699,81.28333333333333
686251,3961,100.06
663268,4042,76.39666666666668
675231,3870,58.89833333333333
663280,3849,82.39666666666668
245060,3972,94.12333333333332
663271,3689,60.66
677691,3777,89.84166666666667
675936,3862,78.99499999999999
686243,3723,47.348333333333336
126690,3345,22.371666666666666
677142,3812,94.12333333333332
686244,4344,64.04166666666667
663301,3084,24.621666666666666
244172,3842,94.12333333333332
124133,4052,107.15833333333333
662325,3050,26.673333333333336
618606,3579,59.10666666666667
675739,3277,21.53666666666667
663276,3688,46.093333333333334
214909,3610,74.28166666666667
228087,3960,51.03666666666666
221781,4322,79.28333333333333
686223,4041,59.825
674435,4241,118.08333333333333
663286,3918,48.961666666666666
232745,3961,83.52666666666667
683979,3365,21.748333333333335
686245,4123,114.61166666666666
237399,4275,118.25666666666666
612999,3686,49.215
217216,4154,94.76166666666667
663307,3728,27.375
216781,4219,90.44166666666666
677151,4151,109.48833333333333
128756,3088,16.571666666666665
675622,3543,82.35166666666667
232071,4148,122.09666666666666
663262,3617,73.74666666666667
674018,4262,114.57666666666667
115059,3256,70.02
216003,4185,119.94833333333332
675044,3489,29.029999999999998
238301,3414,66.24666666666667
663261,3834,71.28666666666666
126123,4042,123.33833333333334
118197,3365,68.94833333333332
131684,3367,20.648333333333333
663270,3687,65.93333333333334
663274,3930,66.68833333333333
663321,4282,99.33500000000001
213121,3637,89.84166666666667
676851,4278,114.58
675043,3590,29.053333333333335
674943,4252,95.44666666666667
231048,3311,33.24333333333333
674947,3977,120.87666666666668
222330,3740,85.66666666666667
686235,4335,64.95666666666666
674950,4024,123.33833333333334
310378,3011,26.638333333333332
686239,3657,64.21833333333333
663278,3506,80.15166666666667
663267,4031,67.06
686249,4253,115.725
663283,3639,85.66666666666667
241503,3972,50.151666666666664
217732,3984,94.71000000000001
663287,3349,51.166666666666664
241865,3959,103.33
611920,3823,71.30833333333334
679120,3086,26.673333333333336
222851,3984,47.67833333333333
217790,4090,63.065000000000005
677694,4171,119.85333333333332
528922,3373,29.043333333333333
240789,4048,123.33833333333334
686227,4324,56.22166666666667
126377,4130,76.39666666666668
663293,3438,32.08166666666667
310697,4156,51.31666666666667
675934,3404,61.61
686241,3371,74.355
675623,3817,94.12333333333332
663310,3031,26.053333333333335
216281,4041,120.51333333333334
527437,3072,26.673333333333336
243596,3163,26.673333333333336
674944,4260,95.6
113139,3511,39.519999999999996
232369,3962,94.12333333333332
686221,3704,50.885
686214,3128,19.363333333333333
215130,3640,63.29833333333333
663290,3334,33.055
243986,4107,65.13833333333334
663314,3735,65.835
663299,3484,30.951666666666664
674402,3355,29.065
663346,3109,250.37833333333336
681020,810,213.395
520084,3422,244.16333333333333
664285,1730,235.92000000000002
216616,2122,257.2583333333333
662324,1247,226.085
224648,3551,238.73666666666668
126961,3206,268.195
125886,3113,246.13833333333332
110131,3547,265.1166666666667
663351,2863,257.84333333333336
662363,3422,244.16333333333333
681016,2916,222.89833333333334
243676,3148,225.81
656699,2723,255.89166666666668
622874,3518,227.46
686255,3050,249.14166666666668
536474,2958,249.035
245230,3368,223.73166666666665
686257,1688,223.03166666666667
663334,2482,256.00666666666666
221243,2601,257.22166666666664
531212,3265,276.635
681015,4319,254.88166666666666
130682,3084,226.48833333333332
663342,3529,236.15333333333334
246110,2979,269.12166666666667
229652,1483,231.64833333333334
523938,2632,213.03
526515,1279,218.825
663357,1619,228.285
540247,3497,276.75166666666667
237201,3668,259.3383333333333
664287,3171,241.40666666666667
570435,2880,273.05
681017,3309,237.94333333333333
663336,3742,249.49833333333333
623470,3441,230.35166666666666
131131,3128,253.435
663337,3763,252.09666666666666
124779,3129,221.1
623095,3263,222.67999999999998
242846,3176,215.35
227715,2656,245.685
215050,3345,271.00166666666667
539476,862,211.95
539251,4168,105.70833333333333
528653,2056,213.765
541603,3088,247.47166666666666
250163,3028,213.01833333333335
230592,2770,178.565
229091,2767,198.35333333333335
517846,1977,214.61833333333334
241616,2722,268.43666666666667
125041,1800,216.665
686263,2930,201.73999999999998
663377,2101,225.80666666666667
310639,1687,223.52833333333334
663373,3018,203.935
523705,3748,164.75666666666666
663382,2114,213.05666666666667
111825,3382,250.63
686262,3241,260.8283333333333
125808,2424,279.3316666666667
540881,2864,210.34333333333333
663374,3636,203.94
613453,2900,279.51500000000004
663376,3408,251.20666666666665
663370,2307,196.25666666666666
663367,1561,219.25333333333336
230198,4183,140.53333333333333
656700,4192,121.48166666666665
622771,2288,216.62333333333333
133430,2054,222.24166666666667
245732,3393,250.255
110732,2623,195.25
510762,3392,251.66833333333335
543066,3437,213.33333333333334
120058,1289,208.42666666666668
686270,2556,192.36333333333332
226566,1821,217.48333333333332
129247,2946,243.50833333333333
250786,1369,206.935
681023,3265,262.9766666666667
214803,1470,215.245
551689,2748,197.98
663384,3391,266.5783333333333
686259,3474,215.42999999999998
663397,3583,108.35833333333333
663392,3195,103.24
663387,3624,83.20333333333333
310156,3844,68.645
125940,999,177.71166666666667
663396,3656,101.18
110578,3042,111.52
615497,2944,112.54166666666667
663416,1100,158.90833333333333
663404,2855,119.76833333333335
626404,3225,114.905
245983,2896,100.37333333333332
663412,2974,150.32666666666668
663393,3168,110.21833333333333
114136,3051,97.235
117083,2852,149.95833333333334
663406,2752,106.44833333333332
663418,2561,136.255
222058,2898,113.44833333333332
244352,3144,99.48666666666666
616369,2585,142.56666666666666
113334,3019,108.70666666666666
663409,2700,132.57
235734,2868,107.18
129012,3439,87.74499999999999
310298,2517,110.92
663439,3650,90.32666666666667
310265,2638,112.40666666666667
219628,3945,59.18666666666666
662392,3719,71.70666666666666
663443,3513,96.67333333333333
240870,3235,116.02833333333334
219483,3886,61.105000000000004
663427,3537,70.80833333333334
679253,3880,97.21166666666666
229164,3998,52.65333333333333
663452,2926,111.265
686276,2954,111.31333333333333
310080,3770,97.62166666666667
663429,2976,33.913333333333334
663421,2831,25.25
663435,4028,59.818333333333335
663445,3558,92.08666666666666
681024,3240,116.41000000000001
127796,3547,97.37833333333333
663432,3789,66.05833333333334
216764,3883,60.995
113321,3554,70.265
663447,3692,95.59833333333333
521983,3030,24.41166666666667
113002,3487,9.583333333333334
679634,3415,14.338333333333333
622206,3482,13.701666666666666
686279,3495,8.26
127204,3277,18.490000000000002
679636,3887,13.958333333333334
543313,3525,12.708333333333334
518600,3534,14.05
218015,3525,8.67
537168,3754,78.72
528386,3835,36.03333333333333
239964,1374,188.41833333333335
652476,3675,84.44
246457,925,177.71166666666667
686281,3838,90.34166666666667
223405,3510,89.10333333333332
227730,2709,173.75333333333336
235453,3945,47.663333333333334
223116,3382,40.755
121809,781,168.60666666666665
550644,2751,27.53166666666667
547434,1290,181.52166666666665
226770,3147,45.665
310685,3803,67.29333333333334
217397,3575,129.87
216983,3995,48.65333333333333
663456,756,171.84
114086,3446,45.315000000000005
612014,3218,38.42666666666666
533454,3578,94.22
240067,3687,89.03166666666667
245991,3918,55.35666666666667
679640,3676,76.71000000000001
211301,3630,54.53333333333333
679641,3421,116.68333333333334
680071,3388,139.21
613908,2909,26.415000000000003
542823,3427,41.61333333333334
119450,948,177.56333333333333
528001,2804,98.25666666666666
656666,4300,158.82999999999998
664191,4056,115.565
127971,2506,209.54
245076,4153,113.83500000000001
664246,4149,158.82999999999998
664199,4247,158.82999999999998
664139,4042,140.77333333333334
664180,4291,158.82999999999998
664225,3461,185.47166666666666
662584,3910,199.85833333333332
674650,4239,158.82999999999998
120719,4058,140.77333333333334
676522,3424,183.93666666666667
680009,4070,156.41333333333333
664128,4075,143.125
213625,4225,158.82999999999998
243777,2406,213.37166666666664
664221,4031,156.54166666666666
664144,4022,142.92666666666668
664157,3962,142.82833333333335
664187,4188,158.82999999999998
664151,3986,135.755
680006,4020,115.565
662596,4260,150.215
544251,4255,158.82999999999998
664239,4026,127.71000000000001
529423,4206,116.01333333333334
664171,4233,158.82999999999998
228134,3579,184.34333333333333
213019,3965,142.82833333333335
115923,3681,193.21
111426,3020,195.13500000000002
686288,4068,156.41333333333333
664179,4184,158.82999999999998
245915,3368,191.17166666666665
692196,4160,158.82999999999998
535924,4037,113.27166666666668
664175,4171,158.82999999999998
242811,4191,158.82999999999998
686284,3398,183.61499999999998
238540,4356,158.82999999999998
240426,4221,158.82999999999998
664206,4157,153.29500000000002
228128,4315,158.82999999999998
236998,4068,125.92666666666668
674651,3538,183.93666666666667
664240,3315,183.31333333333333
664242,3884,178.03
676516,4057,135.09666666666666
664182,4300,158.82999999999998
664159,4191,156.87333333333333
237665,4262,158.82999999999998
664234,3226,253.68166666666667
221310,4007,113.32
656664,4143,114.68166666666666
613754,4284,113.52833333333334
517117,4138,146.75333333333336
232738,4059,122.34666666666666
664222,3951,160.88
656661,4134,113.27166666666668
664142,4266,158.82999999999998
664138,3988,135.56833333333333
225211,4302,158.82999999999998
664243,3874,175.53
664174,4239,158.82999999999998
676518,3816,186.97333333333333
120841,4270,158.82999999999998
664236,3351,247.325
664176,4157,158.82999999999998
662587,3866,199.85833333333332
664231,3636,197.05166666666668
664226,3422,183.93666666666667
535752,4290,143.125
514322,4190,156.41333333333333
212567,4093,149.48166666666665
539753,3508,76.695
530885,3654,55.52833333333333
615208,3497,71.20166666666667
663458,3590,65.31666666666666
680020,3330,76.975
543607,3247,99.195
210834,3284,74.77833333333334
114691,3530,59.41833333333333
611141,3624,64.40666666666667
663464,2828,68.065
619648,3668,72.39166666666667
523379,3586,75.68833333333333
229082,3683,107.12333333333332
123232,977,121.02166666666668
236170,3492,114.1
128851,2818,70.825
514165,652,142.69333333333333
676662,3934,39.669999999999995
242295,3713,84.14166666666667
250767,1527,136.52333333333334
519286,3494,61.788333333333334
663459,3031,64.415
210169,3439,77.73333333333333
545665,3116,64.37833333333333
683975,2430,210.49833333333333
235424,2337,141.67833333333334
127695,1349,81.25833333333334
219409,3456,127.54833333333333
118393,1165,101.525
663467,2417,210.665
129935,3073,104.58
542850,1714,57.294999999999995
231768,1959,156.88333333333333
682171,2725,64.78166666666667
679657,3601,66.08
524230,3174,79.98166666666665
626626,2998,155.48999999999998
663465,2269,216.66833333333335
121872,3150,98.71833333333333
612376,3293,108.93833333333333
536034,3313,83.885
128742,3289,65.02833333333334
679656,3379,55.91166666666666
114352,2698,140.41666666666666
218856,3616,134.61333333333334
242472,3794,99.85333333333332
118288,722,127.83166666666666
679445,3119,64.44
242896,2995,119.16833333333334
515647,3132,86.58166666666666
132032,3345,101.26166666666667
234254,3992,58.080000000000005
528693,2570,66.50666666666667
518790,3682,75.64166666666667
211420,3295,80.95166666666667
237750,2467,215.30499999999998
133521,3251,82.59333333333333
224842,2698,124.16833333333334
236408,919,119.76833333333335
220049,963,122.75166666666668
686296,3134,79.31833333333334
548837,3182,78.91333333333334
663472,3604,78.91000000000001
514969,2950,157.20333333333335
522352,2446,117.97833333333332
545891,2631,130.64333333333335
218383,3861,53.66
562825,1928,145.465
310585,2504,121.865
620995,2756,122.43666666666667
127390,2689,151.43833333333333
110905,900,225.65333333333334
680030,2621,147.53833333333333
310227,3809,49.46
550380,2304,143.70666666666665
686302,2779,151.01000000000002
310579,2188,126.975
250016,989,218.72833333333335
219139,1532,186.11833333333334
522587,2337,148.79
686297,2486,122.61333333333333
535145,2004,134.58666666666667
310101,2654,126.77
250290,2327,127.82333333333332
534435,2973,158.88833333333332
114464,3162,163.47166666666666
686314,4475,79.875
514390,3542,9.415
663799,3561,35.211666666666666
120291,2669,9.156666666666666
237749,4206,83.35166666666667
220726,4465,117.235
663532,4416,47.218333333333334
663529,4488,113.13833333333334
663787,4097,90.06166666666667
663797,3609,36.36333333333334
686304,4494,63.093333333333334
132647,3076,2.6766666666666667
663920,3936,90.57666666666667
226463,3834,93.17666666666668
226376,4185,18.866666666666667
663515,4556,55.42333333333333
681028,4558,56.3
216573,3450,11.245000000000001
663803,3488,11.123333333333333
243158,3726,46.825
225482,3828,46.84166666666667
229400,3714,23.52
226295,4228,83.37166666666667
118720,3076,11.74
663513,4554,63.001666666666665
663918,3811,99.93166666666666
663519,4548,75.56166666666667
234017,4389,80.10333333333332
679446,4467,79.10833333333333
679670,4523,87.08
663493,4461,117.295
679455,4344,123.5
212179,3943,89.49499999999999
211919,4277,23.043333333333333
686317,4498,78.86666666666666
520560,2683,9.156666666666666
664588,4343,113.13833333333334
219274,4086,116.02833333333334
243372,4396,46.00333333333333
686318,4135,66.68333333333334
674286,4471,77.39833333333333
663522,4477,54.11666666666667
520989,2992,3.1483333333333334
522826,3017,3.05
610501,3673,45.635
656673,3983,90.08
124111,3621,35.96
526919,3548,7.655
236841,4471,84.33999999999999
239898,4131,81.03833333333334
663809,4115,19.866666666666667
229423,4201,94.50666666666666
663922,3980,90.56666666666666
678293,3420,12.305
663813,3017,6.241666666666666
681044,4034,116.01666666666667
224188,4565,92.79833333333333
126897,3157,12.25
663794,4448,41.17333333333333
130697,3038,8.675
663916,3955,98.56166666666667
210197,4423,51.47166666666667
235661,3721,40.785
613683,3910,34.85
310604,4419,74.53999999999999
664582,3575,7.795
310561,4435,78.03666666666666
663818,3612,34.93833333333334
663798,3460,33.82
621345,3004,8.745000000000001
663908,4282,97.81833333333334
686310,4462,93.24333333333334
678292,3534,21.926666666666666
229393,4479,68.60666666666665
686313,4511,79.72166666666666
117490,3518,22.763333333333332
663819,3565,6.6016666666666675
243090,3063,7.430000000000001
239444,3747,42.49166666666667
656670,4116,51.37833333333333
115777,3429,18.751666666666665
226955,4503,94.91333333333334
233392,3152,11.501666666666667
663489,4498,78.86666666666666
664581,3724,39.95166666666667
663811,2718,12.585
129561,3260,4.538333333333333
663499,4467,68.39666666666668
118041,4180,91.20166666666667
130512,3350,4.261666666666667
515512,3038,5.358333333333333
310570,4521,69.11
663790,4118,60.39833333333333
674298,4365,69.475
686308,4466,92.79833333333333
219412,3471,26.141666666666666
244899,4457,50.190000000000005
211958,4201,75.08999999999999
663510,3079,3.8883333333333336
225466,3268,9.623333333333333
520186,4443,76.53500000000001
566877,3873,97.49833333333332
227352,4071,116.01666666666667
215600,4339,95.43833333333333
663810,3720,14.981666666666666
246437,4438,78.66333333333334
663498,4157,95.84833333333333
228809,3836,42.49166666666667
651398,3645,15.695
663812,3538,20.496666666666666
230145,3326,15.685
215325,2893,16.54
686346,3309,43.53
226751,2893,31.918333333333333
686348,3574,43.126666666666665
686335,3662,42.394999999999996
522919,3544,22.071666666666665
124634,3204,13.139999999999999
663824,3092,29.045
567537,3374,14.491666666666667
216715,3030,32.55833333333333
686327,3658,42.24666666666667
619442,3791,79.56
129850,3196,16.986666666666668
545380,3674,21.91
662104,4263,41.70666666666667
510695,3094,14.405
531214,4219,29.148333333333333
686339,1901,37.91
686324,3647,45.155
680035,3196,27.55666666666667
686321,3503,17.691666666666666
518263,3465,15.389999999999999
112259,3321,20.771666666666665
228174,2605,29.891666666666666
218685,4461,210.53166666666667
613400,3835,120.65
675848,3454,112.93
310073,4517,148.63
551052,4644,186.22333333333333
310541,4281,207.41666666666666
663867,4401,191.895
128225,3548,142.90166666666667
241960,4472,173.5366666666667
126189,3521,118.35333333333332
