nivel_id,nivel_nombre,t_min_medio_ponderado,poblacion_con_acceso,poblacion_sin_acceso_enrutable,pct_poblacion_con_acceso,n_puntos
16,LORETO,703.131058278484,608306.7962912488,49810.77507936508,92.43,1024
05,AYACUCHO,67.23042970210632,328375.7041331186,0.0,100.0,2867
20,PIURA,20.57290941824914,2953705.378640634,0.0,100.0,1111
