id_demanda,id_instalacion,duracion_min,distancia_km,estimado_por_fallback
686020,00003494,119.76833333333335,103.5338,False
686022,00003494,107.33833333333334,97.4399,False
686023,00003494,112.10833333333333,99.97319999999999,False
686027,00003494,118.75833333333334,103.2095,False
686032,00003494,159.93333333333334,131.2475,False
686040,00003727,164.715,128.3917,False
686049,00003494,58.36666666666667,55.1608,False
686053,00003727,147.515,151.1097,False
686054,00003727,107.57333333333332,112.88189999999999,False
686056,00003727,106.68333333333334,112.51289999999999,False
686057,00003727,104.83166666666666,111.742,False
686064,00003727,100.56666666666666,109.97019999999999,False
686069,00003655,5.955,2.5544000000000002,False
686073,00003655,198.785,159.2812,False
686076,00003655,7.026666666666667,5.714899999999999,False
686079,00003770,50.78666666666666,26.8535,False
686083,00003754,79.83333333333333,90.44539999999999,False
686084,00003754,93.98166666666665,97.289,False
686086,00003770,115.03833333333334,71.5885,False
686087,00003770,100.17,65.4071,False
686091,00003655,62.86666666666667,62.159,False
686094,00003655,59.635,59.285599999999995,False
686101,00003655,211.36833333333334,168.6089,False
686108,00003655,46.80166666666666,47.636300000000006,False
686114,00003792,2.378333333333333,1.2181,False
686131,00003792,72.83833333333334,50.4155,False
686133,00003754,71.22,62.8069,False
686135,00003754,50.575,45.2579,False
686143,00003754,65.89666666666668,60.4537,False
686147,00003754,68.95,68.2764,False
686154,00003727,1.9066666666666667,1.5304,False
686155,00003727,2.256666666666667,1.4199000000000002,False
686170,00003727,129.41833333333335,124.743,False
686172,00003727,67.06833333333333,94.3009,False
686176,00003727,88.91000000000001,100.7685,False
686180,00003523,31.876666666666665,39.3365,False
686183,00003727,91.42166666666667,101.8131,False
686185,00003727,278.2433333333333,274.6134,False
686190,00003494,232.52833333333334,187.02360000000002,False
686193,00003727,213.68833333333333,227.49579999999997,False
686194,00003727,286.35999999999996,280.0252,False
686202,00003494,260.82666666666665,205.7806,False
686206,00003494,283.87666666666667,216.92,False
686207,00003727,105.13000000000001,112.8343,False
686212,00003494,245.28833333333333,201.84320000000002,False
686213,00003494,242.61666666666667,199.7055,False
686214,00003727,19.363333333333333,27.2822,False
686221,00003727,50.885,45.561099999999996,False
686223,00003727,59.825,49.2663,False
686227,00003727,56.22166666666667,47.7355,False
686229,00003727,94.49166666666666,98.7247,False
686231,00003727,66.10666666666667,51.873599999999996,False
686235,00003727,64.95666666666666,60.720699999999994,False
686239,00003727,64.21833333333333,51.0897,False
686241,00003727,74.355,55.2942,False
686243,00003727,47.348333333333336,56.3924,False
686244,00003727,64.04166666666667,60.3395,False
686245,00003727,114.61166666666666,112.11880000000001,False
686249,00003727,115.725,112.8595,False
686251,00003727,100.06,65.9833,False
686255,00003727,249.14166666666668,194.6867,False
686257,00003727,223.03166666666667,215.41410000000002,False
686259,00003727,215.42999999999998,155.7426,False
686262,00003727,260.8283333333333,195.4493,False
686263,00003727,201.73999999999998,146.95839999999998,False
686270,00003727,192.36333333333332,141.37279999999998,False
686276,00003727,111.31333333333333,92.2551,False
686279,00003727,8.26,11.6212,False
686281,00003727,90.34166666666667,66.2374,False
686284,00003727,183.61499999999998,142.7343,False
686288,00003727,156.41333333333333,131.2523,False
686296,00003727,79.31833333333334,111.4729,False
686297,00003727,122.61333333333333,112.8972,False
686302,00003727,151.01000000000002,144.128,False
686304,00003727,63.093333333333334,70.68010000000001,False
686308,00003727,92.79833333333333,105.2098,False
686310,00003727,93.24333333333334,103.6822,False
686313,00003727,79.72166666666666,92.84710000000001,False
686314,00003727,79.875,91.9233,False
686317,00003727,78.86666666666666,91.6336,False
686318,00003523,66.68333333333334,38.9891,False
686321,00003523,17.691666666666666,16.5872,False
686324,00003523,45.155,45.212900000000005,False
686327,00003523,42.24666666666667,43.2809,False
686335,00003523,42.394999999999996,43.379599999999996,False
686339,00003523,37.91,39.662699999999994,False
686346,00003523,43.53,42.502,False
686348,00003523,43.126666666666665,42.0993,False
686351,00003727,179.15333333333334,191.3616,False
686357,00003727,170.89333333333335,180.5609,False
686359,00003523,48.651666666666664,58.3153,False
686362,00003523,50.166666666666664,57.5874,False
686366,00003523,112.40666666666667,101.25739999999999,False
686367,00003523,114.43,102.6735,False
686372,00003523,68.16666666666667,53.4576,False
686378,00003523,53.50833333333333,50.402699999999996,False
686381,00003523,98.05833333333334,118.4638,False
686384,00003523,166.97166666666666,153.755,False
686386,00003523,111.08999999999999,129.3621,False
686391,00003727,116.67333333333333,163.0314,False
686397,00003727,164.01833333333335,173.2308,False
686398,00003727,166.11499999999998,174.6251,False
686401,00003494,56.656666666666666,38.8891,False
686402,00003494,99.10166666666667,99.16560000000001,False
686411,00003494,114.20333333333333,112.76660000000001,False
686417,00003494,11.553333333333335,13.482700000000001,False
686421,00003494,47.480000000000004,43.3889,False
686425,00037376,178.27833333333334,157.0097,False
686429,00003494,109.86666666666666,84.61189999999999,False
686432,00003494,93.485,72.09219999999999,False
686435,00003494,124.24666666666667,105.42280000000001,False
686436,00003494,50.568333333333335,36.5766,False
689860,00000066,0.0,0.0,False
689863,00000066,0.0,0.0,False
689880,00037783,24.240000000000002,23.3315,False
689883,00020274,97.74333333333334,68.1183,False
689886,00020274,47.263333333333335,34.8558,False
689890,00020274,78.99666666666667,55.9386,False
689895,00020274,97.80833333333334,68.1672,False
689897,00020274,57.083333333333336,41.352,False
689904,00000210,864.8349999999999,76.1762,False
689906,00000210,867.7716666666668,77.38669999999999,False
689907,00000210,859.2033333333333,73.91369999999999,False
689912,00000001,81.115,53.4968,False
689914,00000001,81.115,53.4968,False
689935,00011409,3859.6583333333333,322.5409,False
689937,00000001,126.58333333333333,101.05069999999999,False
689941,00000162,0.0,0.0,False
689948,00037783,255.46166666666667,246.7547,False
689950,00037783,303.96500000000003,268.3941,False
689957,00037783,169.1,157.7113,False
689977,00002161,441.8283333333333,616.3942,False
689987,00002161,443.425,619.7011,False
689994,00002161,443.425,619.8240999999999,False
689998,00002161,443.425,619.8240999999999,False
690406,00012953,13.483333333333333,15.117799999999999,False
690416,00010777,50.24166666666667,58.768,False
690420,00031235,83.88000000000001,65.3084,False
690424,00010777,40.730000000000004,53.1076,False
690427,00010777,51.81166666666666,62.3437,False
690432,00010777,190.14833333333334,243.2593,False
690436,00010777,174.03333333333333,234.8801,False
690439,00010777,179.41,240.6885,False
690444,00031235,80.48166666666665,56.2504,False
690450,00031235,113.89833333333333,67.9909,False
690451,00031235,117.05333333333333,70.0885,False
690454,00031235,114.025,103.4286,False
690461,00031235,68.73833333333333,37.770199999999996,False
690463,00031235,86.46333333333334,44.2695,False
690466,00031235,22.85666666666667,17.14,False
690473,00010777,143.42833333333334,176.9326,False
690475,00010777,128.74666666666667,168.275,False
690478,00031235,120.89333333333335,127.097,False
690495,00031235,126.05666666666666,85.7049,False
690496,00010777,127.03666666666666,129.78810000000001,False
690500,00031235,82.31666666666666,56.9141,False
690510,00010777,102.81166666666667,129.8867,False
690513,00002161,161.07333333333332,133.4314,False
690515,00002161,168.22,178.4472,False
690519,00002161,171.04833333333332,226.9023,False
690522,00002161,220.845,194.0377,False
690524,00002161,131.015,135.4667,False
690528,00031235,22.85666666666667,17.14,False
690534,00002161,30.696666666666665,39.4084,False
690535,00031235,23.759999999999998,19.2894,False
690551,00016148,20.73,25.5371,False
690559,00011396,7.913333333333333,5.16,False
692160,00011775,45.38333333333333,44.641,False
692164,00037376,148.64166666666668,136.1405,False
692168,00003494,160.715,131.439,False
692174,00003792,26.46833333333333,22.505599999999998,False
692180,00003523,37.74,45.259699999999995,False
692183,00003727,118.2,126.692,False
692188,00003494,268.7916666666667,201.1351,False
692190,00003494,210.5,173.105,False
692196,00003727,158.82999999999998,132.2579,False
692204,00003523,147.31833333333333,139.1466,False
692207,00003523,148.86499999999998,139.7896,False
692484,00002161,443.425,619.7011,False
692505,00010723,50.71,53.307199999999995,False
692506,00010777,164.10333333333335,205.475,False
242058,00000210,274.5,183.02,True
681798,00000210,436.6,291.03,True
515837,00000210,308.8,205.86,True
250713,00000210,687.8,458.56,True
519579,00000210,310.6,207.09,True
517023,00000210,300.3,200.19,True
114441,00000210,240.4,160.29,True
653777,00000210,231.1,154.08,True
652938,00000210,517.5,345.02,True
537245,00000066,472.0,314.67,True
620433,00000210,772.6,515.09,True
555943,00000210,273.7,182.49,True
654107,00000210,345.4,230.3,True
620867,00000210,728.4,485.61,True
653774,00000210,512.8,341.85,True
681189,00000210,663.4,442.28,True
